등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C3,완료,CH000000612,P1,상,Low,2018-02-25,D19,2018-02-26,2018-02-26,D19
C3,완료,CH000000613,P1,상,Low,2018-02-25,D19,2018-03-05,2018-03-01,D19
C3,완료,CH000000614,P1,상,Low,2018-02-25,D19,2018-02-25,2018-02-25,D91
C3,완료,CH000000615,P1,상,Low,2018-02-25,D19,2018-03-03,2018-03-03,D89
C3,완료,CH000000616,P1,상,Low,2018-02-25,D19,2018-02-26,2018-03-01,D91
C3,완료,CH000000617,P1,상,Low,2018-02-25,D24,2018-03-04,2018-02-26,D16
C3,완료,CH000000618,P1,상,Low,2018-02-25,D24,2018-02-26,2018-03-01,D91
C3,완료,CH000000619,P1,상,Low,2018-02-25,D24,2018-02-25,2018-02-25,D91
C3,완료,CH000000620,P1,상,Low,2018-02-25,D24,2018-03-03,2018-03-03,D89
C2,완료,CH000000621,P1,상,Medium,2018-02-25,D19,2018-02-25,2018-02-25,D19
C2,완료,CH000000622,P1,상,Medium,2018-02-25,D19,2018-02-25,2018-02-25,D19
C4,완료,CH000000623,P1,상,Medium,2018-02-25,D102,2018-03-19,2018-03-01,D19
C7,반려,CH000000624,P1,상,Medium,2018-02-25,D102,2018-02-26,2018-02-26,D40
C2,완료,CH000000625,P1,상,Medium,2018-02-24,D41,2018-02-24,2018-02-24,D41
C2,완료,CH000000626,P1,상,Medium,2018-02-24,D91,2018-02-24,2018-02-24,D91
C2,완료,CH000000627,P1,상,Medium,2018-02-24,D77,2018-02-24,2018-02-24,D77
C2,완료,CH000000628,P1,상,Medium,2018-02-24,D9,2018-02-24,2018-02-24,D9
C7,완료,CH000000629,P1,상,Medium,2018-02-24,D102,2018-02-25,2018-02-25,D91
C4,완료,CH000000630,P1,상,Medium,2018-02-24,D102,2018-03-04,2018-02-26,D19
C3,완료,CH000000631,P1,상,Low,2018-02-23,D24,2018-03-03,2018-02-24,D16
C3,완료,CH000000632,P1,상,Low,2018-02-23,D24,2018-03-03,2018-02-24,D16
C3,완료,CH000000633,P1,상,Low,2018-02-23,D91,2018-03-03,2018-02-24,D16
C2,완료,CH000000634,P1,상,Medium,2018-02-23,D41,2018-02-23,2018-02-23,D41
C2,완료,CH000000635,P1,상,Medium,2018-02-23,D2,2018-02-23,2018-02-23,D2
C2,완료,CH000000636,P1,상,Medium,2018-02-23,D97,2018-02-23,2018-02-23,D97
C7,완료,CH000000637,P1,상,Medium,2018-02-23,D102,2018-02-25,2018-02-25,D91
C4,등록취소,CH000000638,P1,상,Medium,2018-02-23,D102,,,D21
C4,등록취소,CH000000639,P1,상,Medium,2018-02-23,D102,,,D19
C8,완료,CH000000640,P1,중,Low,2018-02-23,D21,2018-02-23,2018-02-23,D41
C2,완료,CH000000641,P1,상,Medium,2018-02-22,D77,2018-02-22,2018-02-22,D77
C2,완료,CH000000642,P1,상,Medium,2018-02-22,D24,2018-02-22,2018-02-22,D24
C4,등록취소,CH000000643,P1,상,Medium,2018-02-22,D102,,,D19
C4,완료,CH000000644,P1,상,Medium,2018-02-22,D102,2018-03-01,2018-03-01,D91
C4,등록취소,CH000000645,P1,상,Medium,2018-02-22,D102,2018-03-08,2018-03-01,D91
C7,완료,CH000000646,P1,상,Medium,2018-02-22,D102,2018-02-23,2018-02-23,D24
C4,완료,CH000000647,P1,상,Medium,2018-02-22,D102,2018-02-24,2018-02-24,D21
C2,완료,CH000000648,P1,상,Medium,2018-02-19,D41,2018-02-19,2018-02-19,D41
C2,완료,CH000000649,P1,상,Medium,2018-02-19,D91,2018-02-19,2018-02-19,D91
C2,완료,CH000000650,P1,상,Medium,2018-02-19,D91,2018-02-19,2018-02-19,D91
C4,완료,CH000000651,P1,상,Medium,2018-02-19,D102,2018-02-19,2018-02-19,D23
C4,완료,CH000000652,P1,상,Medium,2018-02-19,D102,2018-02-24,2018-02-22,D19
C4,등록취소,CH000000653,P1,상,Medium,2018-02-19,D102,,,D19
C4,완료,CH000000654,P1,상,Medium,2018-02-19,D102,2018-02-19,2018-02-19,D91
C7,완료,CH000000655,P1,상,Medium,2018-02-19,D102,2018-02-23,2018-02-23,D41
C4,완료,CH000000656,P1,상,Medium,2018-02-19,D102,2018-02-23,2018-02-23,D91
C4,등록취소,CH000000657,P1,상,Medium,2018-02-19,D102,,,D19
C4,완료,CH000000658,P1,상,Medium,2018-02-19,D102,2018-02-23,2018-02-23,D91
C4,등록취소,CH000000659,P1,상,Medium,2018-02-19,D102,,,D91
C4,등록취소,CH000000660,P1,상,Medium,2018-02-19,D102,2018-02-25,2018-02-23,D21
C4,등록취소,CH000000661,P1,상,Medium,2018-02-19,D102,,,D41
C4,완료,CH000000662,P1,상,Medium,2018-02-19,D102,2018-02-23,2018-02-23,D41
C4,완료,CH000000663,P1,상,Medium,2018-02-19,D102,2018-02-24,2018-02-19,D19
C7,등록취소,CH000000664,P1,상,Medium,2018-02-19,D102,,,D19
C4,완료,CH000000665,P1,상,Medium,2018-02-19,D102,2018-02-24,2018-02-24,D41
C4,등록취소,CH000000666,P1,상,Medium,2018-02-19,D102,,,D41
C3,완료,CH000000668,P1,상,Low,2018-02-18,D24,2018-02-19,2018-02-19,D19
C3,완료,CH000000669,P1,상,Low,2018-02-18,D24,2018-02-19,2018-02-19,D21
C3,완료,CH000000670,P1,상,Low,2018-02-18,D24,2018-02-18,2018-02-18,D91
C3,완료,CH000000671,P1,상,Low,2018-02-18,D24,2018-02-24,2018-02-24,D89
C3,완료,CH000000672,P1,상,Low,2018-02-18,D24,2018-02-19,2018-02-19,D91
C2,완료,CH000000673,P1,상,Medium,2018-02-18,D59,2018-02-18,2018-02-18,D59
C2,완료,CH000000674,P1,상,Medium,2018-02-18,D59,2018-02-18,2018-02-18,D59
C4,완료,CH000000675,P1,상,Medium,2018-02-18,D102,2018-02-19,2018-02-19,D91
C4,등록취소,CH000000676,P1,상,Medium,2018-02-18,D102,2018-03-01,,D19
C4,등록취소,CH000000677,P1,상,Medium,2018-02-18,D102,2018-03-01,2018-02-22,D91
C4,등록취소,CH000000678,P1,상,Medium,2018-02-18,D102,2018-03-01,2018-02-25,D19
C4,완료,CH000000679,P1,상,Medium,2018-02-18,D102,2018-02-24,2018-02-24,D21
C4,등록취소,CH000000680,P1,상,Medium,2018-02-18,D102,,,D91
C4,등록취소,CH000000681,P1,상,Medium,2018-02-18,D102,,,D41
C4,등록취소,CH000000682,P1,상,Medium,2018-02-18,D102,2018-02-19,2018-02-19,D19
C4,등록취소,CH000000683,P1,상,Medium,2018-02-18,D102,,,D41
C4,등록취소,CH000000684,P1,상,Medium,2018-02-18,D102,2018-03-01,2018-02-25,D19
C4,등록취소,CH000000685,P1,상,Medium,2018-02-18,D102,,,D41
C4,등록취소,CH000000686,P1,상,Medium,2018-02-18,D102,,,D41
C4,완료,CH000000687,P1,상,Medium,2018-02-18,D102,2018-04-07,2018-02-26,D23
C7,반려,CH000000688,P1,상,Medium,2018-02-18,D102,2018-02-25,2018-02-25,D40
C7,완료,CH000000689,P1,상,Medium,2018-02-18,D102,2018-02-23,2018-02-24,D91
C7,등록취소,CH000000690,P1,상,Medium,2018-02-18,D102,,,D23
C7,등록취소,CH000000691,P1,상,Medium,2018-02-18,D102,,,D21
C7,완료,CH000000692,P1,상,Medium,2018-02-18,D102,2018-02-19,2018-02-19,D91
C4,완료,CH000000693,P1,상,Medium,2018-02-18,D102,2018-03-12,2018-02-18,D41
C4,등록취소,CH000000694,P1,상,Medium,2018-02-18,D102,,,D41
C4,등록취소,CH000000695,P1,상,Medium,2018-02-18,D102,,,D41
C4,완료,CH000000696,P1,상,Medium,2018-02-18,D102,2018-02-18,2018-02-18,D91
C4,등록취소,CH000000697,P1,상,Medium,2018-02-18,D102,2018-02-23,2018-02-23,D19
C4,완료,CH000000698,P1,상,Medium,2018-02-18,D102,2018-02-18,2018-02-18,D24
C4,완료,CH000000699,P1,상,Medium,2018-02-18,D102,2018-02-18,2018-02-18,D24
C4,등록취소,CH000000700,P1,상,Medium,2018-02-18,D102,2018-02-25,2018-02-18,D19
C4,등록취소,CH000000701,P1,상,Medium,2018-02-18,D102,,,D19
C4,완료,CH000000702,P1,상,Medium,2018-02-18,D102,2018-02-26,2018-02-19,D19
C4,등록취소,CH000000703,P1,상,Medium,2018-02-18,D102,,,D19
C4,완료,CH000000704,P1,상,Medium,2018-02-18,D102,2018-02-23,2018-02-23,D19
C8,완료,CH000000706,P1,상,Medium,2018-02-18,D91,2018-02-23,2018-02-23,D40
C2,완료,CH000000707,P1,상,Medium,2018-02-17,D91,2018-02-17,2018-02-17,D91
C7,완료,CH000000708,P1,상,Medium,2018-02-17,D102,2018-02-19,2018-02-19,D41
C5,반려,CH000000709,P1,하,Low,2018-02-17,D41,2018-02-18,2018-02-19,D41
C2,완료,CH000000710,P1,상,Medium,2018-02-16,D41,2018-02-16,2018-02-16,D41
C2,완료,CH000000711,P1,상,Medium,2018-02-16,D41,2018-02-16,2018-02-16,D41
C2,완료,CH000000712,P1,상,Medium,2018-02-16,D91,2018-02-16,2018-02-16,D91
C4,완료,CH000000713,P1,상,Medium,2018-02-16,D102,2018-02-17,2018-02-17,D41
C7,완료,CH000000714,P1,상,Medium,2018-02-16,D102,2018-02-17,2018-02-17,D91
C7,등록취소,CH000000715,P1,상,Medium,2018-02-16,D102,,,D91
C7,완료,CH000000716,P1,상,Medium,2018-02-16,D102,2018-02-17,2018-02-17,D23
C7,등록취소,CH000000717,P1,상,Medium,2018-02-16,D102,2018-02-17,2018-02-17,D91
C4,등록취소,CH000000718,P1,상,Medium,2018-02-16,D102,,,D41
C7,등록취소,CH000000719,P1,상,Medium,2018-02-16,D102,,,D41
C6,완료,CH000000720,P1,상,Medium,2018-02-16,D102,2018-02-16,2018-02-16,D91
C6,완료,CH000000721,P1,상,Medium,2018-02-16,D102,2018-02-16,2018-02-16,D91
C7,등록취소,CH000000722,P1,상,Medium,2018-02-16,D102,2018-02-24,2018-02-16,D91
C6,등록취소,CH000000723,P1,상,Medium,2018-02-16,D102,,,D91
C8,완료,CH000000724,P1,상,Medium,2018-02-16,D91,2018-02-18,2018-02-18,D23
C2,완료,CH000000725,P1,상,Medium,2018-02-12,D41,2018-02-12,2018-02-12,D41
C9,완료,CH000000726,P1,상,Medium,2018-02-12,D102,2018-02-12,2018-02-16,D23
C9,등록취소,CH000000727,P1,상,Medium,2018-02-12,D102,,,D23
C3,완료,CH000000728,P1,상,Low,2018-02-10,D23,2018-02-10,2018-02-11,D21
C3,완료,CH000000729,P1,상,Low,2018-02-10,D23,2018-02-11,2018-02-11,D91
C2,완료,CH000000730,P1,상,Medium,2018-02-10,D91,2018-02-10,2018-02-10,D91
C2,완료,CH000000731,P1,상,Medium,2018-02-10,D97,2018-02-10,2018-02-10,D97
C2,완료,CH000000732,P1,상,Medium,2018-02-10,D41,2018-02-10,2018-02-10,D41
C2,완료,CH000000733,P1,상,Medium,2018-02-10,D41,2018-02-10,2018-02-10,D41
C2,완료,CH000000734,P1,상,Medium,2018-02-10,D77,2018-02-10,2018-02-10,D77
C2,완료,CH000000735,P1,상,Medium,2018-02-09,D77,2018-02-09,2018-02-09,D77
C3,완료,CH000000737,P1,상,Low,2018-02-08,D91,2018-02-10,2018-02-10,D91
C3,완료,CH000000738,P1,상,Low,2018-02-08,D91,2018-02-09,2018-02-09,D91
C2,완료,CH000000739,P1,상,Medium,2018-02-08,D41,2018-02-08,2018-02-08,D41
C2,완료,CH000000740,P1,상,Medium,2018-02-08,D59,2018-02-08,2018-02-08,D59
C2,완료,CH000000741,P1,상,Medium,2018-02-08,D91,2018-02-08,2018-02-08,D91
C2,완료,CH000000742,P1,상,Medium,2018-02-08,D77,2018-02-08,2018-02-08,D77
C2,완료,CH000000743,P1,상,Medium,2018-02-08,D91,2018-02-08,2018-02-08,D91
C7,등록취소,CH000000744,P1,상,Medium,2018-02-08,D102,2018-02-10,2018-02-11,D23
C7,완료,CH000000745,P1,상,Medium,2018-02-08,D102,2018-02-19,2018-02-08,D41
C7,완료,CH000000746,P1,상,Medium,2018-02-08,D102,2018-02-08,2018-02-08,D41
C3,완료,CH000000747,P1,상,Low,2018-02-05,D91,2018-02-12,2018-02-08,D16
C3,완료,CH000000748,P1,상,Low,2018-02-05,D16,2018-02-12,2018-02-08,D16
C3,완료,CH000000749,P1,상,Low,2018-02-05,D16,2018-05-15,2018-04-26,D17
C2,완료,CH000000750,P1,상,Medium,2018-02-05,D59,2018-02-05,2018-02-05,D59
C2,완료,CH000000751,P1,상,Medium,2018-02-05,D59,2018-02-05,2018-02-05,D59
C2,완료,CH000000752,P1,상,Medium,2018-02-05,D59,2018-02-05,2018-02-05,D59
C2,완료,CH000000753,P1,상,Medium,2018-02-05,D59,2018-02-05,2018-02-05,D59
C2,완료,CH000000754,P1,상,Medium,2018-02-05,D91,2018-02-05,2018-02-05,D91
C2,완료,CH000000755,P1,상,Medium,2018-02-05,D59,2018-02-05,2018-02-05,D59
C2,완료,CH000000756,P1,상,Medium,2018-02-05,D91,2018-02-05,2018-02-05,D91
C2,완료,CH000000757,P1,상,Medium,2018-02-05,D77,2018-02-05,2018-02-05,D77
C2,완료,CH000000758,P1,상,Medium,2018-02-05,D77,2018-02-05,2018-02-05,D77
C2,완료,CH000000759,P1,상,Medium,2018-02-05,D41,2018-02-05,2018-02-05,D41
C7,완료,CH000000760,P1,상,Medium,2018-02-05,D102,2018-03-05,2018-02-16,D91
C7,완료,CH000000761,P1,상,Medium,2018-02-05,D102,2018-02-11,2018-02-11,D40
C7,반려,CH000000762,P1,상,Medium,2018-02-05,D102,2018-02-08,2018-02-08,D19
C4,완료,CH000000763,P1,상,Medium,2018-02-05,D6,2018-02-09,2018-02-09,D91
C3,완료,CH000000764,P1,상,Low,2018-02-04,D16,2018-02-11,2018-02-11,D19
C2,완료,CH000000765,P1,상,Medium,2018-02-04,D97,2018-02-04,2018-02-04,D97
C2,완료,CH000000766,P1,상,Medium,2018-02-04,D97,2018-02-04,2018-02-04,D97
C2,완료,CH000000767,P1,상,Medium,2018-02-04,D97,2018-02-04,2018-02-04,D97
C2,완료,CH000000768,P1,상,Medium,2018-02-04,D91,2018-02-04,2018-02-04,D91
C2,완료,CH000000769,P1,상,Medium,2018-02-04,D77,2018-02-04,2018-02-04,D77
C3,완료,CH000000770,P1,상,Low,2018-02-03,D16,2018-02-05,2018-02-05,D91
C3,완료,CH000000771,P1,상,Low,2018-02-03,D16,2018-02-04,2018-02-04,D91
C3,완료,CH000000772,P1,상,Low,2018-02-03,D16,2018-02-08,2018-02-09,D17
C2,완료,CH000000773,P1,상,Medium,2018-02-03,D16,2018-02-03,2018-02-03,D16
C2,완료,CH000000774,P1,상,Medium,2018-02-03,D97,2018-02-03,2018-02-03,D97
C2,완료,CH000000775,P1,상,Medium,2018-02-03,D41,2018-02-03,2018-02-03,D41
C2,완료,CH000000776,P1,상,Medium,2018-02-03,D77,2018-02-03,2018-02-03,D77
C2,완료,CH000000777,P1,상,Medium,2018-02-03,D77,2018-02-03,2018-02-03,D77
C2,완료,CH000000778,P1,상,Medium,2018-02-03,D77,2018-02-03,2018-02-03,D77
C2,완료,CH000000779,P1,상,Medium,2018-02-03,D77,2018-02-03,2018-02-03,D77
C2,완료,CH000000780,P1,상,Medium,2018-02-03,D91,2018-02-03,2018-02-03,D91
C2,완료,CH000000781,P1,상,Medium,2018-02-03,D77,2018-02-03,2018-02-03,D77
C3,완료,CH000000782,P1,상,Low,2018-02-02,D35,2018-02-08,2018-02-19,D17
C2,완료,CH000000783,P1,상,Medium,2018-02-02,D41,2018-02-02,2018-02-02,D41
C2,완료,CH000000784,P1,상,Medium,2018-02-02,D77,2018-02-02,2018-02-02,D77
C2,완료,CH000000785,P1,상,Medium,2018-02-02,D97,2018-02-02,2018-02-02,D97
C2,완료,CH000000786,P1,상,Medium,2018-02-02,D77,2018-02-02,2018-02-02,D77
C2,완료,CH000000787,P1,상,Medium,2018-02-02,D91,2018-02-02,2018-02-02,D91
C2,완료,CH000000788,P1,상,Medium,2018-02-01,D41,2018-02-01,2018-02-01,D41
C2,완료,CH000000789,P1,상,Medium,2018-02-01,D35,2018-02-01,2018-02-01,D35
C2,완료,CH000000790,P1,상,Medium,2018-02-01,D59,2018-02-01,2018-02-01,D59
C2,완료,CH000000791,P1,상,Medium,2018-02-01,D91,2018-02-01,2018-02-01,D91
C2,완료,CH000000792,P1,상,Medium,2018-02-01,D77,2018-02-01,2018-02-01,D77
C2,완료,CH000000793,P1,상,Medium,2018-02-01,D17,2018-02-01,2018-02-01,D17
C7,등록취소,CH000000794,P1,상,Medium,2018-02-01,D102,,,D35
C7,완료,CH000000795,P1,상,Medium,2018-02-01,D102,2018-02-01,2018-02-01,D16
C7,완료,CH000000796,P1,상,Medium,2018-02-01,D102,2018-02-04,2018-02-04,D17
C2,완료,CH000000797,P1,상,Medium,2018-01-25,D41,2018-01-25,2018-01-25,D41
C2,완료,CH000000798,P1,상,Medium,2018-01-25,D41,2018-01-25,2018-01-25,D41
C2,완료,CH000000799,P1,상,Medium,2018-01-24,D97,2018-01-24,2018-01-24,D97
C2,완료,CH000000800,P1,상,Medium,2018-01-24,D41,2018-01-24,2018-01-24,D41
C2,완료,CH000000801,P1,상,Medium,2018-01-22,D97,2018-01-22,2018-01-22,D97
C2,완료,CH000000802,P1,상,Medium,2018-01-22,D59,2018-01-22,2018-01-22,D59
C2,완료,CH000000803,P1,상,Medium,2018-01-22,D59,2018-01-22,2018-01-22,D59
C2,완료,CH000000804,P1,상,Medium,2018-01-21,D77,2018-01-21,2018-01-21,D77
C2,완료,CH000000805,P1,상,Medium,2018-01-21,D97,2018-01-21,2018-01-21,D97
C2,완료,CH000000806,P1,상,Medium,2018-01-21,D77,2018-01-21,2018-01-21,D77
C2,완료,CH000000807,P1,상,Medium,2018-01-21,D41,2018-01-21,2018-01-21,D41
C2,완료,CH000000808,P1,상,Medium,2018-01-21,D41,2018-01-21,2018-01-21,D41
C8,완료,CH000000809,P1,상,Low,2018-01-21,D24,2018-02-05,2018-01-21,D16
C8,완료,CH000000810,P1,상,Low,2018-01-21,D24,2018-01-22,2018-01-21,D54
C8,완료,CH000000811,P1,상,Low,2018-01-21,D24,2018-01-21,2018-01-21,D54
C2,완료,CH000000812,P1,상,Medium,2018-01-20,D77,2018-01-20,2018-01-20,D77
C2,완료,CH000000813,P1,상,Medium,2018-01-20,D41,2018-01-20,2018-01-20,D41
C7,등록취소,CH000000814,P1,상,Medium,2018-01-20,D6,2018-01-21,2018-01-21,D24
C8,완료,CH000000815,P1,상,Low,2018-01-20,D24,2018-02-02,2018-01-21,D16
C2,완료,CH000000816,P1,상,Medium,2018-01-19,D97,2018-01-19,2018-01-19,D97
C2,완료,CH000000817,P1,상,Medium,2018-01-19,D41,2018-01-19,2018-01-19,D41
C2,완료,CH000000818,P1,상,Medium,2018-01-19,D41,2018-01-19,2018-01-19,D41
C2,완료,CH000000819,P1,상,Medium,2018-01-19,D41,2018-01-19,2018-01-19,D41
C3,완료,CH000000820,P1,상,Low,2018-01-18,D97,2018-01-21,2018-01-22,D17
C3,완료,CH000000821,P1,상,Low,2018-01-18,D97,2018-01-19,2018-01-19,D17
C3,완료,CH000000822,P1,상,Low,2018-01-18,D97,2018-01-22,2018-01-22,D17
C3,완료,CH000000823,P1,상,Low,2018-01-18,D97,2018-01-21,2018-01-22,D17
C2,완료,CH000000824,P1,상,Medium,2018-01-18,D41,2018-01-18,2018-01-18,D41
C2,완료,CH000000825,P1,상,Medium,2018-01-18,D77,2018-01-18,2018-01-18,D77
C2,완료,CH000000826,P1,상,Medium,2018-01-18,D97,2018-01-18,2018-01-18,D97
C8,완료,CH000000827,P1,상,Medium,2018-01-18,D91,2018-01-22,2018-01-21,D16
C2,완료,CH000000828,P1,상,Medium,2018-01-16,D41,2018-01-16,2018-01-16,D41
C2,완료,CH000000829,P1,상,Medium,2018-01-15,D61,2018-01-15,2018-01-15,D61
C2,완료,CH000000830,P1,상,Medium,2018-01-15,D61,2018-01-15,2018-01-15,D61
C2,완료,CH000000831,P1,상,Medium,2018-01-15,D91,2018-01-15,2018-01-15,D91
C2,완료,CH000000832,P1,상,Medium,2018-01-15,D77,2018-01-15,2018-01-15,D77
C2,완료,CH000000833,P1,상,Medium,2018-01-15,D91,2018-01-15,2018-01-15,D91
C2,완료,CH000000834,P1,상,Medium,2018-01-15,D41,2018-01-15,2018-01-15,D41
C8,완료,CH000000835,P1,상,Medium,2018-01-15,D91,2018-01-22,2018-01-18,D16
C8,완료,CH000000836,P1,상,Low,2018-01-15,D41,2018-01-15,2018-01-15,D16
C2,완료,CH000000837,P1,상,Medium,2018-01-14,D41,2018-01-14,2018-01-14,D41
C2,완료,CH000000838,P1,상,Medium,2018-01-14,D97,2018-01-14,2018-01-14,D97
C2,완료,CH000000839,P1,상,Medium,2018-01-14,D41,2018-01-14,2018-01-14,D41
C2,완료,CH000000840,P1,상,Medium,2018-01-14,D41,2018-01-14,2018-01-14,D41
C2,완료,CH000000841,P1,상,Medium,2018-01-14,D77,2018-01-14,2018-01-14,D77
C2,완료,CH000000842,P1,상,Medium,2018-01-14,D91,2018-01-14,2018-01-14,D91
C2,완료,CH000000843,P1,상,Medium,2018-01-14,D77,2018-01-14,2018-01-14,D77
C2,완료,CH000000844,P1,상,Medium,2018-01-14,D77,2018-01-14,2018-01-14,D77
C2,완료,CH000000845,P1,상,Medium,2018-01-14,D77,2018-01-14,2018-01-14,D77
C2,완료,CH000000846,P1,상,Medium,2018-01-14,D41,2018-01-14,2018-01-14,D41
C3,완료,CH000000847,P1,상,Low,2018-01-13,D16,2018-01-15,2018-01-15,D17
C2,완료,CH000000848,P1,상,Medium,2018-01-13,D77,2018-01-13,2018-01-13,D77
C2,완료,CH000000849,P1,상,Medium,2018-01-13,D41,2018-01-13,2018-01-13,D41
C2,완료,CH000000850,P1,상,Medium,2018-01-13,D97,2018-01-13,2018-01-13,D97
C2,완료,CH000000851,P1,상,Medium,2018-01-13,D77,2018-01-13,2018-01-13,D77
C7,완료,CH000000852,P1,상,Medium,2018-01-13,D6,2018-01-15,2018-01-15,D91
C9,등록취소,CH000000853,P1,상,Medium,2018-01-13,D102,2018-01-13,,D23
C2,완료,CH000000854,P1,상,Medium,2018-01-12,D91,2018-01-12,2018-01-12,D91
C2,완료,CH000000855,P1,상,Medium,2018-01-12,D91,2018-01-12,2018-01-12,D91
C2,완료,CH000000856,P1,상,Medium,2018-01-12,D61,2018-01-12,2018-01-12,D61
C2,완료,CH000000857,P1,상,Medium,2018-01-12,D61,2018-01-12,2018-01-12,D61
C2,완료,CH000000858,P1,상,Medium,2018-01-12,D41,2018-01-12,2018-01-12,D41
C7,완료,CH000000859,P1,상,Medium,2018-01-12,D102,2018-01-14,2018-01-14,D24
C4,완료,CH000000860,P1,상,Medium,2018-01-12,D102,2018-01-22,2018-01-12,D19
C8,완료,CH000000861,P1,하,Low,2018-01-12,D21,2018-01-13,2018-01-13,D41
C3,완료,CH000000862,P1,상,Low,2018-01-11,D16,2018-01-12,2018-01-13,D23
C3,완료,CH000000863,P1,상,Low,2018-01-11,D36,2018-01-11,2018-01-11,D17
C2,완료,CH000000864,P1,상,Medium,2018-01-11,D17,2018-01-11,2018-01-11,D17
C2,완료,CH000000865,P1,상,Medium,2018-01-11,D2,2018-01-11,2018-01-11,D2
C2,완료,CH000000866,P1,상,Medium,2018-01-11,D91,2018-01-11,2018-01-11,D91
C2,완료,CH000000867,P1,상,Medium,2018-01-11,D41,2018-01-11,2018-01-11,D41
C2,완료,CH000000868,P1,상,Medium,2018-01-11,D41,2018-01-11,2018-01-11,D41
C2,완료,CH000000869,P1,상,Medium,2018-01-09,D77,2018-01-09,2018-01-09,D77
C2,완료,CH000000870,P1,상,Medium,2018-01-08,D77,2018-01-08,2018-01-08,D77
C2,완료,CH000000871,P1,상,Medium,2018-01-08,D61,2018-01-08,2018-01-08,D61
C2,완료,CH000000872,P1,상,Medium,2018-01-08,D61,2018-01-08,2018-01-08,D61
C2,완료,CH000000873,P1,상,Medium,2018-01-08,D97,2018-01-08,2018-01-08,D97
C2,완료,CH000000874,P1,상,Medium,2018-01-08,D97,2018-01-08,2018-01-08,D97
C2,완료,CH000000875,P1,상,Medium,2018-01-08,D41,2018-01-08,2018-01-08,D41
C2,완료,CH000000876,P1,상,Medium,2018-01-08,D77,2018-01-08,2018-01-08,D77
C2,완료,CH000000877,P1,상,Medium,2018-01-08,D77,2018-01-08,2018-01-08,D77
C2,완료,CH000000878,P1,상,Medium,2018-01-08,D61,2018-01-08,2018-01-08,D61
C2,완료,CH000000879,P1,상,Medium,2018-01-08,D61,2018-01-08,2018-01-08,D61
C7,완료,CH000000880,P1,상,Medium,2018-01-08,D6,2018-01-13,2018-01-13,D41
C3,완료,CH000000881,P1,상,Low,2018-01-07,D19,2018-01-13,2018-01-12,D21
C2,완료,CH000000882,P1,상,Medium,2018-01-07,D61,2018-01-07,2018-01-07,D61
C2,완료,CH000000883,P1,상,Medium,2018-01-07,D61,2018-01-07,2018-01-07,D61
C2,완료,CH000000884,P1,상,Medium,2018-01-07,D61,2018-01-07,2018-01-07,D61
C2,완료,CH000000885,P1,상,Medium,2018-01-07,D97,2018-01-07,2018-01-07,D97
C2,완료,CH000000886,P1,상,Medium,2018-01-07,D91,2018-01-07,2018-01-07,D91
C7,등록취소,CH000000887,P1,상,Medium,2018-01-07,D6,2018-01-08,2018-01-08,D24
C4,완료,CH000000888,P1,상,Medium,2018-01-07,D102,2018-01-07,2018-01-07,D91
C2,완료,CH000000889,P1,상,Medium,2018-01-06,D97,2018-01-06,2018-01-06,D97
C2,완료,CH000000890,P1,상,Medium,2018-01-06,D64,2018-01-06,2018-01-06,D64
C2,완료,CH000000891,P1,상,Medium,2018-01-06,D97,2018-01-06,2018-01-06,D97
C2,완료,CH000000892,P1,상,Medium,2018-01-06,D97,2018-01-06,2018-01-06,D97
C2,완료,CH000000893,P1,상,Medium,2018-01-06,D17,2018-01-06,2018-01-06,D17
C2,완료,CH000000894,P1,상,Medium,2018-01-06,D17,2018-01-06,2018-01-06,D17
C4,완료,CH000000895,P1,상,Medium,2018-01-06,D102,2018-01-13,2018-01-13,D41
C7,완료,CH000000896,P1,상,Medium,2018-01-06,D102,2018-01-06,2018-01-06,D24
C4,완료,CH000000897,P1,상,Medium,2018-01-06,D102,2018-01-22,2018-01-12,D19
C2,완료,CH000000898,P1,상,Medium,2018-01-05,D41,2018-01-05,2018-01-05,D41
C2,완료,CH000000899,P1,상,Medium,2018-01-05,D91,2018-01-05,2018-01-05,D91
C2,완료,CH000000900,P1,상,Medium,2018-01-05,D36,2018-01-05,2018-01-05,D36
C4,완료,CH000000901,P1,상,Medium,2018-01-05,D102,2018-01-05,2018-01-06,D41
C3,완료,CH000000902,P1,상,Low,2018-01-04,D23,2018-01-11,2018-01-12,D17
C2,완료,CH000000903,P1,상,Medium,2018-01-04,D97,2018-01-04,2018-01-04,D97
C2,완료,CH000000904,P1,상,Medium,2018-01-04,D61,2018-01-04,2018-01-04,D61
C4,반려,CH000000905,P1,상,Medium,2018-01-04,D102,2018-01-05,2018-01-05,D41
C7,완료,CH000000906,P1,상,Medium,2018-01-04,D102,2018-01-07,2018-01-08,D91
C4,등록취소,CH000000907,P1,상,Medium,2018-01-04,D102,,,D19
C2,완료,CH000000908,P1,상,Medium,2018-01-01,D54,2018-01-01,2018-01-01,D54
C2,완료,CH000000909,P1,상,Medium,2018-01-01,D91,2018-01-01,2018-01-01,D91
C2,완료,CH000000910,P1,상,Medium,2018-01-01,D91,2018-01-01,2018-01-01,D91
