등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C2,완료,CH000012796,P3,상,Medium,2018-11-29,D88,2018-11-29,2018-11-29,D88
C3,완료,CH000012797,P3,상,Low,2018-11-19,D16,2018-12-01,2018-11-24,D16
C3,완료,CH000012798,P3,상,Low,2018-11-18,D16,2018-11-18,2018-11-19,D65
C3,완료,CH000012799,P3,상,Low,2018-11-18,D16,2018-11-19,2018-11-19,D22
C2,완료,CH000012800,P3,상,Medium,2018-11-18,D88,2018-11-18,2018-11-18,D88
C2,완료,CH000012801,P3,상,Medium,2018-11-18,D88,2018-11-18,2018-11-18,D88
C3,완료,CH000012802,P3,상,Low,2018-11-17,D16,2018-11-23,2018-11-23,D71
C3,완료,CH000012803,P3,상,Low,2018-11-17,D16,2018-11-24,2018-11-29,D17
C2,완료,CH000012804,P3,상,Medium,2018-11-16,D16,2018-11-16,2018-11-16,D16
C8,완료,CH000012805,P3,상,Medium,2018-11-15,D23,2018-11-15,2018-11-15,D21
C8,완료,CH000012806,P3,상,Medium,2018-11-15,D23,2018-11-30,2018-11-16,D42
C8,완료,CH000012807,P3,상,Medium,2018-11-15,D23,2018-12-16,2018-12-16,D72
C8,완료,CH000012808,P3,상,Medium,2018-11-15,D23,2018-11-19,2018-11-16,D22
C3,완료,CH000012809,P3,상,Low,2018-11-10,D21,2018-12-15,2018-12-15,D23
C3,완료,CH000012810,P3,상,Low,2018-11-09,D16,2018-11-05,2018-11-09,D17
C3,완료,CH000012811,P3,상,Low,2018-11-05,D16,2018-11-19,2018-11-19,D22
C2,완료,CH000012812,P3,상,Medium,2018-11-05,D16,2018-11-05,2018-11-05,D16
C12,등록취소,CH000012813,P3,상,Medium,2018-11-05,D107,,,D42
C3,완료,CH000012814,P3,상,Low,2018-11-01,D16,2018-11-02,2018-11-04,D17
C3,완료,CH000012815,P3,상,Low,2018-11-01,D16,2018-11-05,2018-11-09,D17
C3,완료,CH000012816,P3,상,Low,2018-10-29,D16,2018-11-05,2018-11-05,D22
C3,완료,CH000012817,P3,상,Low,2018-10-29,D72,2018-10-29,2018-10-29,D88
C2,완료,CH000012818,P3,상,Medium,2018-10-29,D16,2018-10-29,2018-10-29,D16
C8,완료,CH000012819,P3,상,Low,2018-10-29,D23,2018-11-02,2018-11-02,D16
C2,완료,CH000012820,P3,상,Medium,2018-10-28,D72,2018-10-28,2018-10-28,D72
C3,완료,CH000012821,P3,상,Low,2018-10-27,D72,2018-10-29,2018-10-29,D88
C3,완료,CH000012822,P3,상,Low,2018-10-27,D72,2018-10-27,2018-10-27,D88
C3,완료,CH000012823,P3,상,Low,2018-10-27,D16,2018-10-28,2018-11-01,D17
C2,완료,CH000012824,P3,상,Medium,2018-10-27,D72,2018-10-27,2018-10-27,D72
C2,완료,CH000012825,P3,상,Medium,2018-10-27,D72,2018-10-27,2018-10-27,D72
C2,완료,CH000012826,P3,상,Medium,2018-10-25,D42,2018-10-25,2018-10-25,D42
C2,완료,CH000012827,P3,상,Medium,2018-10-25,D72,2018-10-25,2018-10-25,D72
C3,완료,CH000012828,P3,상,Low,2018-10-22,D16,2018-10-27,2018-10-27,D88
C3,완료,CH000012829,P3,상,Low,2018-10-22,D16,2018-10-25,2018-10-25,D22
C3,완료,CH000012830,P3,상,Low,2018-10-22,D16,2018-10-29,2018-10-26,D16
C2,완료,CH000012831,P3,상,Medium,2018-10-22,D88,2018-10-22,2018-10-22,D88
C2,완료,CH000012832,P3,상,Medium,2018-10-22,D88,2018-10-22,2018-10-22,D88
C2,완료,CH000012833,P3,상,Medium,2018-10-22,D88,2018-10-22,2018-10-22,D88
C2,완료,CH000012834,P3,상,Medium,2018-10-22,D16,2018-10-22,2018-10-22,D16
C3,완료,CH000012835,P3,상,Low,2018-10-21,D35,2018-10-26,2018-11-01,D17
C3,완료,CH000012836,P3,상,Low,2018-10-20,D35,2018-10-25,2018-10-25,D22
C2,완료,CH000012837,P3,상,Medium,2018-10-20,D88,2018-10-20,2018-10-20,D88
C2,완료,CH000012838,P3,상,Medium,2018-10-20,D35,2018-10-20,2018-10-20,D35
C3,완료,CH000012839,P3,상,Low,2018-10-19,D72,2018-10-20,2018-10-20,D88
C3,완료,CH000012840,P3,상,Low,2018-10-18,D35,2018-10-22,2018-10-20,D16
C3,완료,CH000012841,P3,상,Low,2018-10-18,D35,2018-10-22,2018-10-20,D16
C2,완료,CH000012842,P3,상,Medium,2018-10-18,D72,2018-10-18,2018-10-18,D72
C3,완료,CH000012843,P3,상,Low,2018-10-15,D42,2018-10-25,2018-10-25,D22
C2,완료,CH000012844,P3,상,Medium,2018-10-15,D72,2018-10-15,2018-10-15,D72
C3,완료,CH000012845,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012846,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012847,P3,상,Low,2018-10-14,D35,2018-10-26,2018-10-27,D17
C3,완료,CH000012848,P3,상,Low,2018-10-14,D35,2018-10-19,2018-10-21,D17
C3,완료,CH000012849,P3,상,Low,2018-10-14,D35,2018-10-14,2018-10-15,D17
C3,완료,CH000012850,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012851,P3,상,Low,2018-10-14,D35,2018-10-14,2018-10-15,D17
C3,완료,CH000012852,P3,상,Low,2018-10-14,D35,2018-12-08,2018-12-08,D17
C3,완료,CH000012853,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012854,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012855,P3,상,Low,2018-10-14,D35,2018-10-26,2018-10-27,D17
C3,완료,CH000012856,P3,상,Low,2018-10-14,D35,2018-10-19,2018-10-21,D17
C3,완료,CH000012857,P3,상,Low,2018-10-14,D35,2018-10-14,2018-10-15,D17
C3,완료,CH000012858,P3,상,Low,2018-10-14,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012859,P3,상,Low,2018-10-14,D35,2018-10-14,2018-10-15,D17
C3,완료,CH000012860,P3,상,Low,2018-10-14,D35,2019-01-10,2019-01-10,D17
C3,완료,CH000012861,P3,상,Low,2018-10-14,D35,2018-10-29,2018-11-01,D17
C2,완료,CH000012862,P3,상,Medium,2018-10-14,D42,2018-10-14,2018-10-14,D42
C2,완료,CH000012863,P3,상,Medium,2018-10-14,D42,2018-10-14,2018-10-14,D42
C2,완료,CH000012864,P3,상,Medium,2018-10-14,D42,2018-10-14,2018-10-14,D42
C3,완료,CH000012865,P3,상,Low,2018-10-13,D35,2018-10-14,2018-10-14,D22
C3,완료,CH000012866,P3,상,Low,2018-10-13,D35,2018-10-20,2018-10-21,D22
C3,완료,CH000012867,P3,상,Low,2018-10-13,D35,2018-10-25,2018-10-25,D22
C3,완료,CH000012868,P3,상,Low,2018-10-13,D35,2018-10-25,2018-10-25,D22
C2,완료,CH000012869,P3,상,Medium,2018-10-13,D30,2018-10-13,2018-10-13,D30
C2,완료,CH000012870,P3,상,Medium,2018-10-13,D35,2018-10-13,2018-10-13,D35
C2,완료,CH000012871,P3,상,Medium,2018-10-13,D35,2018-10-13,2018-10-13,D35
C2,완료,CH000012872,P3,상,Medium,2018-10-13,D35,2018-10-13,2018-10-13,D35
C2,완료,CH000012873,P3,상,Medium,2018-10-13,D42,2018-10-13,2018-10-13,D42
C1,완료,CH000012874,P3,상,Medium,2018-10-13,D8,2018-11-26,2018-11-26,D72
C1,완료,CH000012875,P3,상,Medium,2018-10-13,D8,2018-11-02,2018-10-29,D72
C1,완료,CH000012876,P3,상,Medium,2018-10-13,D8,2018-10-29,2018-11-01,D72
C1,완료,CH000012877,P3,상,Medium,2018-10-13,D8,2018-10-15,2018-10-14,D22
C1,완료,CH000012878,P3,상,Medium,2018-10-13,D8,2018-10-25,2018-10-25,D22
C2,완료,CH000012879,P3,상,Medium,2018-10-12,D22,2018-10-12,2018-10-12,D22
C3,완료,CH000012880,P3,상,Low,2018-10-11,D21,2018-10-11,2018-10-12,D42
C3,완료,CH000012881,P3,상,Low,2018-10-11,D21,2018-10-11,2018-10-11,D22
C2,완료,CH000012882,P3,상,Medium,2018-10-11,D88,2018-10-11,2018-10-11,D88
C2,완료,CH000012883,P3,상,Medium,2018-10-11,D72,2018-10-11,2018-10-11,D72
C12,완료,CH000012884,P3,상,Medium,2018-10-11,D107,2019-01-13,2018-10-18,D22
C12,완료,CH000012885,P3,상,Medium,2018-10-11,D107,2018-10-29,2018-10-29,D22
C12,완료,CH000012886,P3,상,Medium,2018-10-11,D107,2018-10-15,2018-10-15,D22
C3,완료,CH000012887,P3,상,Low,2018-10-10,D21,2018-10-22,2018-10-22,D21
C3,완료,CH000012888,P3,상,Low,2018-10-09,D21,2018-10-11,2018-10-12,D40
C3,완료,CH000012889,P3,상,Low,2018-10-09,D21,2018-11-12,2018-11-11,D40
C3,완료,CH000012890,P3,상,Low,2018-10-09,D21,2018-10-14,2018-10-14,D40
C3,완료,CH000012891,P3,상,Low,2018-10-08,D21,2018-10-12,2018-10-12,D42
C3,완료,CH000012892,P3,상,Low,2018-10-08,D21,2018-10-11,2018-10-11,D22
C3,완료,CH000012893,P3,상,Low,2018-10-08,D21,2018-10-29,2018-10-29,D22
C2,완료,CH000012894,P3,상,Medium,2018-10-08,D42,2018-10-08,2018-10-08,D42
C2,완료,CH000012895,P3,상,Medium,2018-10-08,D42,2018-10-08,2018-10-08,D42
C2,완료,CH000012896,P3,상,Medium,2018-10-07,D54,2018-10-07,2018-10-07,D54
C2,완료,CH000012897,P3,상,Medium,2018-10-07,D72,2018-10-07,2018-10-07,D72
C2,완료,CH000012898,P3,상,Medium,2018-10-07,D71,2018-10-07,2018-10-07,D71
C2,완료,CH000012899,P3,상,Medium,2018-10-06,D88,2018-10-06,2018-10-06,D88
C2,완료,CH000012900,P3,상,Medium,2018-10-06,D88,2018-10-06,2018-10-06,D88
C4,계획완료,CH000012901,P3,상,Medium,2018-10-06,D102,2018-10-11,2018-10-11,D22
C3,완료,CH000012902,P3,상,Low,2018-10-05,D16,2018-10-08,2018-10-07,D54
C3,완료,CH000012903,P3,상,Low,2018-10-05,D16,2018-10-22,2018-10-27,D17
C3,완료,CH000012904,P3,상,Low,2018-10-05,D16,2018-10-13,2018-10-07,D16
C3,완료,CH000012905,P3,상,Low,2018-10-05,D35,2018-10-13,2018-10-07,D16
C3,완료,CH000012906,P3,상,Low,2018-10-05,D35,2018-10-13,2018-10-07,D16
C2,완료,CH000012907,P3,상,Medium,2018-10-05,D71,2018-10-05,2018-10-05,D71
C4,등록취소,CH000012908,P3,상,Medium,2018-10-05,D102,,,D72
C4,등록취소,CH000012909,P3,상,Medium,2018-10-05,D102,,,D23
C3,완료,CH000012910,P3,상,Low,2018-10-04,D16,2018-10-06,2018-10-06,D22
C3,완료,CH000012911,P3,상,Low,2018-10-04,D16,2018-10-06,2018-10-06,D22
C3,완료,CH000012912,P3,상,Low,2018-10-04,D35,2018-10-05,2018-10-05,D22
C3,완료,CH000012913,P3,상,Low,2018-10-04,D35,2018-10-05,2018-10-05,D22
C3,완료,CH000012914,P3,상,Low,2018-10-04,D35,2018-10-06,2018-10-06,D22
C3,완료,CH000012915,P3,상,Low,2018-10-04,D35,2018-10-06,2018-10-06,D22
C2,완료,CH000012916,P3,상,Medium,2018-10-04,D88,2018-10-04,2018-10-04,D88
C2,완료,CH000012917,P3,상,Medium,2018-10-04,D16,2018-10-04,2018-10-04,D16
C3,완료,CH000012918,P3,상,Low,2018-10-02,D16,2018-10-08,2018-10-07,D17
C3,완료,CH000012919,P3,상,Low,2018-10-02,D35,2018-10-21,2018-10-27,D17
C3,완료,CH000012920,P3,상,Low,2018-10-02,D35,2018-10-07,2018-10-07,D17
C3,완료,CH000012921,P3,상,Low,2018-10-02,D35,2018-11-10,2018-11-15,D17
C3,완료,CH000012922,P3,상,Low,2018-10-02,D35,2018-10-06,2018-10-07,D17
C3,완료,CH000012923,P3,상,Low,2018-10-02,D35,2018-10-13,2018-10-18,D17
C3,완료,CH000012924,P3,상,Low,2018-10-02,D35,2018-10-07,2018-10-07,D17
C3,완료,CH000012925,P3,상,Low,2018-10-02,D35,2018-10-06,2018-10-07,D17
C3,완료,CH000012926,P3,상,Low,2018-10-01,D35,2018-10-08,2018-10-08,D22
C3,완료,CH000012927,P3,상,Low,2018-10-01,D35,2018-10-08,2018-10-08,D22
C3,완료,CH000012928,P3,상,Low,2018-10-01,D16,2018-10-08,2018-10-12,D17
C2,완료,CH000012929,P3,상,Medium,2018-10-01,D16,2018-10-01,2018-10-01,D16
C4,완료,CH000012930,P3,상,Medium,2018-10-01,D102,2018-10-01,2018-10-01,D72
C3,완료,CH000012932,P3,상,Low,2018-09-30,D35,2018-11-23,2018-11-24,D42
C3,완료,CH000012933,P3,상,Low,2018-09-30,D35,2018-11-23,2018-11-24,D42
C2,완료,CH000012934,P3,상,Medium,2018-09-30,D42,2018-09-30,2018-09-30,D42
C2,완료,CH000012935,P3,상,Medium,2018-09-30,D35,2018-09-30,2018-09-30,D35
C2,완료,CH000012936,P3,상,Medium,2018-09-30,D35,2018-09-30,2018-09-30,D35
C2,완료,CH000012937,P3,상,Medium,2018-09-30,D42,2018-09-30,2018-09-30,D42
C2,완료,CH000012938,P3,상,Medium,2018-09-30,D17,2018-09-30,2018-09-30,D17
C4,완료,CH000012939,P3,상,Medium,2018-09-30,D102,2018-10-01,2018-10-01,D72
C4,등록취소,CH000012940,P3,상,Medium,2018-09-30,D102,2018-09-30,2018-09-30,D90
C4,완료,CH000012941,P3,상,Medium,2018-09-30,D102,2018-09-30,2018-09-30,D72
C4,완료,CH000012942,P3,상,Medium,2018-09-30,D102,2018-09-30,2018-09-30,D42
C2,완료,CH000012943,P3,상,Medium,2018-09-29,D71,2018-09-29,2018-09-29,D71
C2,완료,CH000012944,P3,상,Medium,2018-09-29,D71,2018-09-29,2018-09-29,D71
C2,완료,CH000012945,P3,상,Medium,2018-09-29,D42,2018-09-29,2018-09-29,D42
C2,완료,CH000012946,P3,상,Medium,2018-09-29,D88,2018-09-29,2018-09-29,D88
C2,완료,CH000012947,P3,상,Medium,2018-09-29,D88,2018-09-29,2018-09-29,D88
C4,완료,CH000012948,P3,상,Medium,2018-09-29,D102,2018-09-30,2018-09-30,D21
C4,완료,CH000012949,P3,상,Medium,2018-09-29,D102,2018-09-29,2018-09-29,D72
C4,완료,CH000012950,P3,상,Medium,2018-09-29,D102,2018-09-29,2018-09-29,D71
C3,완료,CH000012957,P3,상,Low,2018-09-28,D23,2018-09-28,2018-09-29,D40
C3,완료,CH000012958,P3,상,Low,2018-09-28,D23,2018-09-28,2018-09-28,D40
C3,완료,CH000012959,P3,상,Low,2018-09-28,D23,2018-09-28,2018-09-28,D22
C3,완료,CH000012960,P3,상,Low,2018-09-28,D23,2018-10-01,2018-10-01,D71
C3,완료,CH000012961,P3,상,Low,2018-09-28,D16,2018-10-07,2018-09-30,D16
C3,완료,CH000012962,P3,상,Low,2018-09-28,D16,2018-09-28,2018-09-28,D22
C3,완료,CH000012963,P3,상,Low,2018-09-28,D16,2018-09-29,2018-09-30,D22
C3,완료,CH000012964,P3,상,Low,2018-09-28,D16,2018-10-08,2018-10-08,D22
C3,완료,CH000012965,P3,상,Low,2018-09-28,D16,2018-09-28,2018-09-28,D42
C2,완료,CH000012966,P3,상,Medium,2018-09-28,D72,2018-09-28,2018-09-28,D72
C2,완료,CH000012967,P3,상,Medium,2018-09-28,D42,2018-09-28,2018-09-28,D42
C2,완료,CH000012968,P3,상,Medium,2018-09-28,D88,2018-09-28,2018-09-28,D88
C2,완료,CH000012969,P3,상,Medium,2018-09-28,D42,2018-09-28,2018-09-28,D42
C2,완료,CH000012970,P3,상,Medium,2018-09-28,D71,2018-09-28,2018-09-28,D71
C2,완료,CH000012971,P3,상,Medium,2018-09-28,D88,2018-09-28,2018-09-28,D88
C2,완료,CH000012972,P3,상,Medium,2018-09-28,D90,2018-09-28,2018-09-28,D90
C4,완료,CH000012973,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D90
C4,등록취소,CH000012974,P3,상,Medium,2018-09-28,D102,,,D88
C4,완료,CH000012975,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D72
C4,완료,CH000012976,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D23
C4,완료,CH000012977,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D72
C4,완료,CH000012978,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D88
C4,등록취소,CH000012979,P3,상,Medium,2018-09-28,D102,,,D72
C4,반려,CH000012980,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D23
C4,완료,CH000012981,P3,상,Medium,2018-09-28,D102,2018-09-29,2018-09-29,D72
C4,등록취소,CH000012982,P3,상,Medium,2018-09-28,D102,,,D71
