등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C2,완료,CH000015072,P3,상,Medium,2018-06-29,D88,2018-06-29,2018-06-29,D88
C2,완료,CH000015073,P3,상,Medium,2018-06-29,D16,2018-06-29,2018-06-29,D16
C2,완료,CH000015074,P3,상,Medium,2018-06-29,D22,2018-06-29,2018-06-29,D22
C2,완료,CH000015075,P3,상,Medium,2018-06-29,D22,2018-06-29,2018-06-29,D22
C2,완료,CH000015076,P3,상,Medium,2018-06-29,D22,2018-06-29,2018-06-29,D22
C2,완료,CH000015077,P3,상,Medium,2018-06-29,D71,2018-06-29,2018-06-29,D71
C8,완료,CH000015078,P3,상,Low,2018-06-29,D16,2018-07-01,2018-07-05,D17
C3,완료,CH000015079,P3,상,Low,2018-06-28,D35,2018-06-30,2018-06-29,D17
C3,완료,CH000015080,P3,상,Low,2018-06-28,D106,2018-07-05,2018-07-05,D17
C3,완료,CH000015081,P3,상,Low,2018-06-28,D35,2018-07-05,2018-07-05,D17
C3,완료,CH000015082,P3,상,Low,2018-06-28,D35,2018-07-05,2018-07-05,D17
C2,완료,CH000015083,P3,상,Medium,2018-06-28,D17,2018-06-28,2018-06-28,D17
C2,완료,CH000015084,P3,상,Medium,2018-06-28,D72,2018-06-28,2018-06-28,D72
C2,완료,CH000015085,P3,상,Medium,2018-06-28,D23,2018-06-28,2018-06-28,D23
C2,완료,CH000015086,P3,상,Medium,2018-06-28,D35,2018-06-28,2018-06-28,D35
C2,완료,CH000015087,P3,상,Medium,2018-06-28,D35,2018-06-28,2018-06-28,D35
C2,완료,CH000015088,P3,상,Medium,2018-06-28,D22,2018-06-28,2018-06-28,D22
C2,완료,CH000015089,P3,상,Medium,2018-06-28,D88,2018-06-28,2018-06-28,D88
C6,완료,CH000015090,P3,상,Medium,2018-06-28,D102,2018-06-29,2018-06-29,D42
C7,완료,CH000015091,P3,상,Medium,2018-06-28,D102,2018-06-28,2018-06-28,D22
C7,등록취소,CH000015092,P3,상,Medium,2018-06-28,D102,,,D22
C7,완료,CH000015093,P3,상,Medium,2018-06-28,D102,2018-07-02,2018-07-02,D88
C7,완료,CH000015094,P3,상,Medium,2018-06-28,D102,2018-06-29,2018-06-29,D22
C8,완료,CH000015095,P3,상,Low,2018-06-28,D16,2018-06-29,2018-06-29,D99
C10,완료,CH000015096,P3,상,Low,2018-06-28,D87,2018-06-29,2018-06-29,D71
C2,완료,CH000015097,P3,상,Medium,2018-06-25,D72,2018-06-25,2018-06-25,D72
C2,완료,CH000015098,P3,상,Medium,2018-06-25,D88,2018-06-25,2018-06-25,D88
C2,완료,CH000015099,P3,상,Medium,2018-06-25,D22,2018-06-25,2018-06-25,D22
C2,완료,CH000015100,P3,상,Medium,2018-06-25,D71,2018-06-25,2018-06-25,D71
C2,완료,CH000015101,P3,상,Medium,2018-06-25,D68,2018-06-25,2018-06-25,D68
C5,완료,CH000015102,P3,상,High,2018-06-25,D81,2018-06-25,2018-06-25,D90
C3,완료,CH000015103,P3,상,Low,2018-06-24,D106,2018-06-25,2018-06-28,D22
C3,완료,CH000015104,P3,상,Low,2018-06-24,D106,2018-06-25,2018-06-28,D22
C3,완료,CH000015105,P3,상,Low,2018-06-24,D106,2018-07-01,2018-07-01,D22
C2,완료,CH000015106,P3,상,Medium,2018-06-24,D22,2018-06-24,2018-06-24,D22
C2,완료,CH000015107,P3,상,Medium,2018-06-24,D22,2018-06-24,2018-06-24,D22
C2,완료,CH000015108,P3,상,Medium,2018-06-24,D35,2018-06-24,2018-06-24,D35
C2,완료,CH000015109,P3,상,Medium,2018-06-24,,2018-06-24,2018-06-24,
C2,완료,CH000015110,P3,상,Medium,2018-06-24,D106,2018-06-24,2018-06-24,D106
C2,완료,CH000015111,P3,상,Medium,2018-06-24,,2018-06-24,2018-06-24,
C2,완료,CH000015112,P3,상,Medium,2018-06-24,D22,2018-06-24,2018-06-24,D22
C2,완료,CH000015113,P3,상,Medium,2018-06-24,,2018-06-24,2018-06-24,
C2,완료,CH000015114,P3,상,Medium,2018-06-24,D22,2018-06-24,2018-06-24,D22
C2,완료,CH000015115,P3,상,Medium,2018-06-24,D22,2018-06-24,2018-06-24,D22
C7,완료,CH000015116,P3,상,Medium,2018-06-24,D102,2018-07-02,2018-06-28,D23
C7,등록취소,CH000015117,P3,상,Medium,2018-06-24,D102,,,D72
C7,등록취소,CH000015118,P3,상,Medium,2018-06-24,D102,2018-07-02,2018-07-02,D23
C3,완료,CH000015119,P3,상,Low,2018-06-23,D72,2018-06-25,2018-06-26,D88
C3,완료,CH000015120,P3,상,Low,2018-06-23,D72,2018-06-24,2018-06-24,D88
C3,완료,CH000015121,P3,상,Low,2018-06-23,D72,2018-06-25,2018-06-26,D88
C3,완료,CH000015122,P3,상,Low,2018-06-23,D72,2018-06-29,2018-06-30,D88
C3,완료,CH000015123,P3,상,Low,2018-06-23,D35,2018-07-01,2018-07-01,D22
C3,완료,CH000015124,P3,상,Low,2018-06-23,D35,2018-06-30,2018-06-24,D16
C3,완료,CH000015125,P3,상,Low,2018-06-23,D35,2018-07-01,2018-07-01,D22
C3,완료,CH000015126,P3,상,Low,2018-06-23,D35,2018-06-30,2018-06-25,D16
C2,완료,CH000015127,P3,상,Medium,2018-06-23,D22,2018-06-23,2018-06-23,D22
C2,완료,CH000015128,P3,상,Medium,2018-06-23,D22,2018-06-23,2018-06-23,D22
C2,완료,CH000015129,P3,상,Medium,2018-06-23,D72,2018-06-23,2018-06-23,D72
C2,완료,CH000015130,P3,상,Medium,2018-06-23,D71,2018-06-23,2018-06-23,D71
C2,완료,CH000015131,P3,상,Medium,2018-06-23,D97,2018-06-23,2018-06-23,D97
C2,완료,CH000015132,P3,상,Medium,2018-06-23,D71,2018-06-23,2018-06-23,D71
C7,등록취소,CH000015133,P3,상,Medium,2018-06-23,D102,,,D22
C7,등록취소,CH000015134,P3,상,Medium,2018-06-23,D102,2018-06-24,,D23
C7,등록취소,CH000015135,P3,상,Medium,2018-06-23,D102,,,D42
C7,등록취소,CH000015136,P3,상,Medium,2018-06-23,D102,2018-07-01,2018-07-01,D22
C7,등록취소,CH000015137,P3,상,Medium,2018-06-23,D102,,,D72
C7,등록취소,CH000015138,P3,상,Medium,2018-06-23,D102,,,D22
C7,완료,CH000015139,P3,상,Medium,2018-06-23,D102,2018-06-24,2018-06-24,D22
C7,등록취소,CH000015140,P3,상,Medium,2018-06-23,D102,,,D42
C7,등록취소,CH000015141,P3,상,Medium,2018-06-23,D102,,,D21
C7,등록취소,CH000015142,P3,상,Medium,2018-06-23,D102,,,D42
C7,완료,CH000015143,P3,상,Medium,2018-06-23,D102,2018-06-24,2018-06-24,D22
C7,완료,CH000015144,P3,상,Medium,2018-06-23,D102,2018-06-24,2018-06-24,D22
C3,완료,CH000015145,P3,상,Low,2018-06-22,D35,2018-06-22,2018-06-23,D22
C3,완료,CH000015146,P3,상,Low,2018-06-22,D35,2018-06-23,2018-06-23,D22
C3,완료,CH000015147,P3,상,Low,2018-06-22,D72,2018-06-22,2018-06-23,D88
C3,완료,CH000015148,P3,상,Low,2018-06-22,D72,2018-06-22,2018-06-22,D88
C3,완료,CH000015149,P3,상,Low,2018-06-22,D72,2018-06-22,2018-06-22,D88
C3,완료,CH000015150,P3,상,Low,2018-06-22,D106,2018-06-29,2018-06-29,D17
C3,완료,CH000015151,P3,상,Low,2018-06-22,D106,2018-07-08,2018-07-09,D17
C3,완료,CH000015152,P3,상,Low,2018-06-22,D106,2018-07-01,2018-07-01,D22
C2,완료,CH000015153,P3,상,Medium,2018-06-22,D88,2018-06-22,2018-06-22,D88
C2,완료,CH000015154,P3,상,Medium,2018-06-22,D71,2018-06-22,2018-06-22,D71
C2,완료,CH000015155,P3,상,Medium,2018-06-22,D64,2018-06-22,2018-06-22,D64
C2,완료,CH000015156,P3,상,Medium,2018-06-22,D35,2018-06-22,2018-06-22,D35
C2,완료,CH000015157,P3,상,Medium,2018-06-22,D35,2018-06-22,2018-06-22,D35
C2,완료,CH000015158,P3,상,Medium,2018-06-22,D35,2018-06-22,2018-06-22,D35
C2,완료,CH000015159,P3,상,Medium,2018-06-22,D97,2018-06-22,2018-06-22,D97
C2,완료,CH000015160,P3,상,Medium,2018-06-22,D22,2018-06-22,2018-06-22,D22
C2,완료,CH000015161,P3,상,Medium,2018-06-22,D71,2018-06-22,2018-06-22,D71
C2,완료,CH000015162,P3,상,Medium,2018-06-22,D24,2018-06-22,2018-06-22,D24
C3,완료,CH000015163,P3,상,Low,2018-06-21,D106,2018-06-21,2018-06-21,D22
C3,완료,CH000015164,P3,상,Low,2018-06-21,D106,2018-06-21,2018-06-21,D22
C3,완료,CH000015165,P3,상,Low,2018-06-21,D16,2018-06-29,2018-06-29,D64
C3,완료,CH000015166,P3,상,Low,2018-06-21,D16,2018-06-28,2018-06-29,D17
C3,완료,CH000015167,P3,상,Low,2018-06-21,D16,2018-07-01,2018-07-01,D22
C3,완료,CH000015168,P3,상,Low,2018-06-21,D72,2018-06-23,2018-06-23,D23
C2,완료,CH000015169,P3,상,Medium,2018-06-21,D72,2018-06-21,2018-06-21,D72
C2,완료,CH000015170,P3,상,Medium,2018-06-21,D68,2018-06-21,2018-06-21,D68
C2,완료,CH000015171,P3,상,Medium,2018-06-21,D42,2018-06-21,2018-06-21,D42
C2,완료,CH000015172,P3,상,Medium,2018-06-21,D22,2018-06-21,2018-06-21,D22
C2,완료,CH000015173,P3,상,Medium,2018-06-21,D71,2018-06-21,2018-06-21,D71
C2,완료,CH000015174,P3,상,Medium,2018-06-21,D106,2018-06-21,2018-06-21,D106
C3,완료,CH000015175,P3,상,Low,2018-06-18,D72,2018-06-22,2018-06-22,D88
C3,완료,CH000015176,P3,상,Low,2018-06-18,D72,2018-06-22,2018-06-22,D88
C3,완료,CH000015177,P3,상,Low,2018-06-18,D72,2018-06-22,2018-06-22,D88
C3,완료,CH000015178,P3,상,Low,2018-06-18,D72,2018-06-21,2018-06-22,D88
C2,완료,CH000015179,P3,상,Medium,2018-06-18,D88,2018-06-18,2018-06-18,D88
C2,완료,CH000015180,P3,상,Medium,2018-06-18,D71,2018-06-18,2018-06-18,D71
C2,완료,CH000015181,P3,상,Medium,2018-06-18,D99,2018-06-18,2018-06-18,D99
C2,완료,CH000015182,P3,상,Medium,2018-06-18,D16,2018-06-18,2018-06-18,D16
C2,완료,CH000015183,P3,상,Medium,2018-06-18,D72,2018-06-18,2018-06-18,D72
C10,완료,CH000015184,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015185,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015186,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015187,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-26,D88
C10,완료,CH000015188,P3,상,Low,2018-06-18,D28,2018-06-25,2018-06-24,D71
C10,완료,CH000015189,P3,상,Low,2018-06-18,D28,2018-06-25,2018-06-24,D71
C10,완료,CH000015190,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D71
C10,완료,CH000015191,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015192,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015193,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015194,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015195,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015196,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015197,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015198,P3,상,Low,2018-06-18,D28,2018-06-24,2018-06-24,D88
C10,완료,CH000015199,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015200,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C10,완료,CH000015201,P3,상,Low,2018-06-18,D28,2018-06-23,2018-06-23,D88
C3,완료,CH000015202,P3,상,Low,2018-06-17,D35,2018-06-23,2018-06-18,D16
C3,완료,CH000015203,P3,상,Low,2018-06-17,D35,2018-06-23,2018-06-18,D16
C2,완료,CH000015204,P3,상,Medium,2018-06-17,D71,2018-06-17,2018-06-17,D71
C2,완료,CH000015205,P3,상,Medium,2018-06-17,D22,2018-06-17,2018-06-17,D22
C2,완료,CH000015206,P3,상,Medium,2018-06-17,D99,2018-06-17,2018-06-17,D99
C2,완료,CH000015207,P3,상,Medium,2018-06-17,D99,2018-06-17,2018-06-17,D99
C2,완료,CH000015208,P3,상,Medium,2018-06-17,D22,2018-06-17,2018-06-17,D22
C4,완료,CH000015209,P3,상,Medium,2018-06-17,D102,2018-06-25,2018-06-25,D42
C8,완료,CH000015210,P3,중,Low,2018-06-17,D42,2018-06-18,2018-06-18,D16
C2,완료,CH000015211,P3,상,Medium,2018-06-16,D99,2018-06-16,2018-06-16,D99
C2,완료,CH000015212,P3,상,Medium,2018-06-16,D99,2018-06-16,2018-06-16,D99
C12,완료,CH000015213,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C12,완료,CH000015214,P3,상,Medium,2018-06-16,D107,2018-06-24,2018-06-24,D22
C12,완료,CH000015215,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C12,완료,CH000015216,P3,상,Medium,2018-06-16,D107,2018-11-19,2018-06-29,D22
C12,완료,CH000015217,P3,상,Medium,2018-06-16,D107,2018-06-29,2018-06-28,D22
C12,완료,CH000015218,P3,상,Medium,2018-06-16,D107,2018-06-25,2018-06-24,D22
C12,완료,CH000015219,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C12,완료,CH000015220,P3,상,Medium,2018-06-16,D107,2018-06-24,2018-06-24,D22
C12,완료,CH000015221,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C12,완료,CH000015222,P3,상,Medium,2018-06-16,D107,2018-06-24,2018-06-24,D22
C12,완료,CH000015223,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C12,완료,CH000015224,P3,상,Medium,2018-06-16,D107,2018-06-24,2018-06-24,D22
C12,완료,CH000015225,P3,상,Medium,2018-06-16,D107,2018-07-01,2018-07-01,D22
C8,완료,CH000015226,P3,상,Low,2018-06-16,D71,2018-06-23,2018-06-24,D64
C3,완료,CH000015227,P3,상,Low,2018-06-10,D35,2018-06-21,2018-06-21,D17
C3,완료,CH000015228,P3,상,Low,2018-06-10,D35,2018-06-18,2018-06-21,D17
C3,완료,CH000015229,P3,상,Low,2018-06-10,D35,2018-06-17,2018-06-21,D17
C3,완료,CH000015230,P3,상,Low,2018-06-10,D35,2018-06-18,2018-06-21,D17
C3,완료,CH000015231,P3,상,Low,2018-06-10,D35,2018-06-17,2018-06-24,D17
C3,완료,CH000015232,P3,상,Low,2018-06-10,D35,2018-07-01,2018-07-01,D22
C3,완료,CH000015233,P3,상,Low,2018-06-10,D35,2018-06-17,2018-06-24,D17
C3,완료,CH000015234,P3,상,Low,2018-06-10,D35,2018-06-18,2018-06-21,D17
C3,완료,CH000015235,P3,상,Low,2018-06-10,D35,2018-06-17,2018-06-21,D17
C3,완료,CH000015236,P3,상,Low,2018-06-10,D35,2018-06-18,2018-06-21,D17
C3,완료,CH000015237,P3,상,Low,2018-06-10,D35,2018-06-21,2018-06-21,D17
C3,완료,CH000015238,P3,상,Low,2018-06-10,D35,2018-07-01,2018-07-01,D22
C3,완료,CH000015239,P3,상,Low,2018-06-10,D35,2018-06-11,2018-06-22,D17
C3,완료,CH000015240,P3,상,Low,2018-06-10,D35,2018-07-01,2018-07-01,D22
C3,완료,CH000015241,P3,상,Low,2018-06-10,D106,2018-07-01,2018-07-01,D22
C3,완료,CH000015242,P3,상,Low,2018-06-10,D16,2018-06-17,2018-06-17,D17
C3,완료,CH000015243,P3,상,Low,2018-06-10,D16,2018-07-01,2018-07-01,D22
C3,완료,CH000015244,P3,상,Low,2018-06-10,D16,2018-07-01,2018-07-01,D22
C3,완료,CH000015245,P3,상,Low,2018-06-10,D35,2018-07-01,2018-07-01,D22
C2,완료,CH000015246,P3,상,Medium,2018-06-10,D3,2018-06-10,2018-06-10,D3
C2,완료,CH000015247,P3,상,Medium,2018-06-10,D99,2018-06-10,2018-06-10,D99
C2,완료,CH000015248,P3,상,Medium,2018-06-10,D99,2018-06-10,2018-06-10,D99
C2,완료,CH000015249,P3,상,Medium,2018-06-10,D71,2018-06-10,2018-06-10,D71
C2,완료,CH000015250,P3,상,Medium,2018-06-10,D71,2018-06-10,2018-06-10,D71
C2,완료,CH000015251,P3,상,Medium,2018-06-10,D42,2018-06-10,2018-06-10,D42
C2,완료,CH000015252,P3,상,Medium,2018-06-10,D22,2018-06-10,2018-06-10,D22
C2,완료,CH000015253,P3,상,Medium,2018-06-10,D88,2018-06-10,2018-06-10,D88
C9,계획완료,CH000015254,P3,상,Medium,2018-06-10,D102,2018-06-10,2018-06-10,D24
C7,등록취소,CH000015255,P3,상,Medium,2018-06-10,D102,,,D88
C8,완료,CH000015256,P3,상,Low,2018-06-10,D71,2018-06-17,2018-06-17,D64
C8,완료,CH000015257,P3,상,Low,2018-06-10,D71,2018-06-16,2018-06-10,D64
C3,완료,CH000015258,P3,상,Low,2018-06-09,D35,2018-06-10,2018-06-16,D22
C3,완료,CH000015259,P3,상,Low,2018-06-09,D35,2018-06-09,2018-06-10,D22
C3,완료,CH000015260,P3,상,Low,2018-06-09,D35,2018-06-18,2018-06-10,D16
C3,완료,CH000015261,P3,상,Low,2018-06-09,D106,2018-06-09,2018-06-09,D22
C3,완료,CH000015262,P3,상,Low,2018-06-09,D106,2018-06-09,2018-06-10,D22
C3,완료,CH000015263,P3,상,Low,2018-06-09,D16,2018-06-18,2018-06-10,D16
C3,완료,CH000015264,P3,상,Low,2018-06-09,D35,2018-06-18,2018-06-10,D16
C3,완료,CH000015265,P3,상,Low,2018-06-09,D35,2018-06-09,2018-06-10,D22
C3,완료,CH000015266,P3,상,Low,2018-06-09,D35,2018-06-09,2018-06-09,D22
C2,완료,CH000015267,P3,상,Medium,2018-06-09,D88,2018-06-09,2018-06-09,D88
C2,완료,CH000015268,P3,상,Medium,2018-06-09,D35,2018-06-09,2018-06-09,D35
C2,완료,CH000015269,P3,상,Medium,2018-06-09,D35,2018-06-09,2018-06-09,D35
C2,완료,CH000015270,P3,상,Medium,2018-06-09,D22,2018-06-09,2018-06-09,D22
C2,완료,CH000015271,P3,상,Medium,2018-06-09,D64,2018-06-09,2018-06-09,D64
C7,완료,CH000015272,P3,상,Medium,2018-06-09,D102,2018-06-09,2018-06-09,D42
C3,완료,CH000015273,P3,상,Low,2018-06-08,D16,2018-06-17,2018-06-17,D17
C3,완료,CH000015274,P3,상,Low,2018-06-08,D35,2018-06-10,2018-06-10,D17
C2,완료,CH000015275,P3,상,Medium,2018-06-08,D53,2018-06-08,2018-06-08,D53
C2,완료,CH000015276,P3,상,Medium,2018-06-08,D53,2018-06-08,2018-06-08,D53
C2,완료,CH000015277,P3,상,Medium,2018-06-08,D53,2018-06-08,2018-06-08,D53
C2,완료,CH000015278,P3,상,Medium,2018-06-08,D54,2018-06-08,2018-06-08,D54
C2,완료,CH000015279,P3,상,Medium,2018-06-08,D54,2018-06-08,2018-06-08,D54
C2,완료,CH000015280,P3,상,Medium,2018-06-08,D35,2018-06-08,2018-06-08,D35
C2,완료,CH000015281,P3,상,Medium,2018-06-08,D22,2018-06-08,2018-06-08,D22
C2,완료,CH000015282,P3,상,Medium,2018-06-08,D106,2018-06-08,2018-06-08,D106
C2,완료,CH000015283,P3,상,Medium,2018-06-08,D16,2018-06-08,2018-06-08,D16
C10,완료,CH000015284,P3,상,Low,2018-06-08,D87,2018-06-16,2018-06-16,D72
C10,완료,CH000015285,P3,상,Low,2018-06-08,D87,2018-08-09,2018-08-16,D72
C3,완료,CH000015286,P3,상,Low,2018-06-07,D72,2018-06-10,2018-06-10,D71
C3,완료,CH000015287,P3,상,Low,2018-06-07,D72,2018-06-07,2018-06-08,D71
C3,완료,CH000015288,P3,상,Low,2018-06-07,D72,2018-06-09,2018-06-10,D88
C3,완료,CH000015289,P3,상,Low,2018-06-07,D72,2018-06-08,2018-06-08,D88
C3,완료,CH000015290,P3,상,Low,2018-06-07,D72,2018-06-07,2018-06-08,D88
C3,완료,CH000015291,P3,상,Low,2018-06-07,D72,2018-06-10,2018-06-10,D88
C3,완료,CH000015292,P3,상,Low,2018-06-07,D106,2018-06-10,2018-06-10,D17
C2,완료,CH000015293,P3,상,Medium,2018-06-07,D42,2018-06-07,2018-06-07,D42
C2,완료,CH000015294,P3,상,Medium,2018-06-07,D16,2018-06-07,2018-06-07,D16
C2,완료,CH000015295,P3,상,Medium,2018-06-07,D17,2018-06-07,2018-06-07,D17
C2,완료,CH000015296,P3,상,Medium,2018-06-07,D71,2018-06-07,2018-06-07,D71
C2,완료,CH000015297,P3,상,Medium,2018-06-07,D35,2018-06-07,2018-06-07,D35
C2,완료,CH000015298,P3,상,Medium,2018-06-07,D71,2018-06-07,2018-06-07,D71
C2,완료,CH000015299,P3,상,Medium,2018-06-07,D71,2018-06-07,2018-06-07,D71
C2,완료,CH000015300,P3,상,Medium,2018-06-07,D88,2018-06-07,2018-06-07,D88
C2,완료,CH000015301,P3,상,Medium,2018-06-07,D72,2018-06-07,2018-06-07,D72
C12,등록취소,CH000015302,P3,상,Medium,2018-06-07,D107,,,D21
C10,완료,CH000015303,P3,상,Low,2018-06-07,D87,2018-06-16,2018-06-16,D71
C10,완료,CH000015304,P3,상,Low,2018-06-07,D87,2018-06-16,2018-06-16,D71
C10,완료,CH000015305,P3,상,Low,2018-06-07,D87,2018-06-16,2018-06-16,D71
C10,완료,CH000015306,P3,상,Low,2018-06-07,D87,2018-06-16,2018-06-16,D71
C10,완료,CH000015307,P3,상,Low,2018-06-07,D87,2018-06-16,2018-06-16,D71
C3,완료,CH000015308,P3,상,Low,2018-06-05,D106,2018-06-10,2018-06-10,D71
C3,완료,CH000015309,P3,상,Low,2018-06-05,D106,2018-06-07,2018-06-08,D71
C3,완료,CH000015310,P3,상,Low,2018-06-05,D106,2018-06-08,2018-06-08,D88
C3,완료,CH000015311,P3,상,Low,2018-06-05,D106,2018-06-07,2018-06-07,D88
C3,완료,CH000015312,P3,상,Low,2018-06-05,D106,2018-06-09,2018-06-10,D88
C3,완료,CH000015313,P3,상,Low,2018-06-04,D106,2018-06-06,2018-06-08,D42
C2,완료,CH000015314,P3,상,Medium,2018-06-04,D97,2018-06-04,2018-06-04,D97
C2,완료,CH000015315,P3,상,Medium,2018-06-04,D72,2018-06-04,2018-06-04,D72
C2,완료,CH000015316,P3,상,Medium,2018-06-04,D22,2018-06-04,2018-06-04,D22
C2,완료,CH000015317,P3,상,Medium,2018-06-04,D17,2018-06-04,2018-06-04,D17
C2,완료,CH000015318,P3,상,Medium,2018-06-04,D99,2018-06-04,2018-06-04,D99
C8,완료,CH000015319,P3,상,Low,2018-06-04,D22,2018-06-10,2018-06-10,D21
C3,완료,CH000015320,P3,상,Low,2018-06-03,D106,2018-07-01,2018-07-01,D22
C3,완료,CH000015321,P3,상,Low,2018-06-03,D16,2018-06-10,2018-06-04,D16
C2,완료,CH000015322,P3,상,Medium,2018-06-03,D88,2018-06-03,2018-06-03,D88
C2,완료,CH000015323,P3,상,Medium,2018-06-03,D88,2018-06-03,2018-06-03,D88
C2,완료,CH000015324,P3,상,Medium,2018-06-03,D97,2018-06-03,2018-06-03,D97
C2,완료,CH000015325,P3,상,Medium,2018-06-03,D99,2018-06-03,2018-06-03,D99
C2,완료,CH000015326,P3,상,Medium,2018-06-03,D88,2018-06-03,2018-06-03,D88
C2,완료,CH000015327,P3,상,Medium,2018-06-03,D99,2018-06-03,2018-06-03,D99
C2,완료,CH000015328,P3,상,Medium,2018-06-03,D106,2018-06-03,2018-06-03,D106
C2,완료,CH000015329,P3,상,Medium,2018-06-03,D64,2018-06-03,2018-06-03,D64
C2,완료,CH000015330,P3,상,Medium,2018-06-03,D71,2018-06-03,2018-06-03,D71
C2,완료,CH000015331,P3,상,Medium,2018-06-03,D71,2018-06-03,2018-06-03,D71
C2,완료,CH000015332,P3,상,Medium,2018-06-03,D23,2018-06-03,2018-06-03,D23
C7,완료,CH000015333,P3,상,Medium,2018-06-03,D102,2018-06-03,2018-06-03,D24
C3,완료,CH000015334,P3,상,Low,2018-06-02,D16,2018-08-02,2018-08-04,D17
C3,완료,CH000015335,P3,상,Low,2018-06-02,D16,2018-07-01,2018-07-01,D22
C3,완료,CH000015336,P3,상,Low,2018-06-02,D40,2018-07-01,2018-07-01,D22
C3,완료,CH000015337,P3,상,Low,2018-06-02,D16,2018-06-16,2018-06-17,D17
C3,완료,CH000015338,P3,상,Low,2018-06-02,D23,2018-06-08,2018-06-07,D17
C2,완료,CH000015339,P3,상,Medium,2018-06-02,D72,2018-06-02,2018-06-02,D72
C2,완료,CH000015340,P3,상,Medium,2018-06-02,D42,2018-06-02,2018-06-02,D42
C2,완료,CH000015341,P3,상,Medium,2018-06-02,D97,2018-06-02,2018-06-02,D97
C2,완료,CH000015342,P3,상,Medium,2018-06-02,D99,2018-06-02,2018-06-02,D99
C2,완료,CH000015343,P3,상,Medium,2018-06-02,D22,2018-06-02,2018-06-02,D22
C2,완료,CH000015344,P3,상,Medium,2018-06-02,D97,2018-06-02,2018-06-02,D97
C10,완료,CH000015345,P3,상,Low,2018-06-02,D87,2018-06-07,2018-06-08,D88
C3,완료,CH000015346,P3,상,Low,2018-06-01,D23,2018-06-09,2018-06-07,D17
C2,완료,CH000015347,P3,상,Medium,2018-06-01,D71,2018-06-01,2018-06-01,D71
C2,완료,CH000015348,P3,상,Medium,2018-06-01,D42,2018-06-01,2018-06-01,D42
C2,완료,CH000015349,P3,상,Medium,2018-06-01,D42,2018-06-01,2018-06-01,D42
C2,완료,CH000015350,P3,상,Medium,2018-06-01,D22,2018-06-01,2018-06-01,D22
C2,완료,CH000015351,P3,상,Medium,2018-06-01,D99,2018-06-01,2018-06-01,D99
C2,완료,CH000015352,P3,상,Medium,2018-06-01,D97,2018-06-01,2018-06-01,D97
C2,완료,CH000015353,P3,상,Medium,2018-06-01,D16,2018-06-01,2018-06-01,D16
C2,완료,CH000015354,P3,상,Medium,2018-06-01,D22,2018-06-01,2018-06-01,D22
C2,완료,CH000015355,P3,상,Medium,2018-06-01,D99,2018-06-01,2018-06-01,D99
C4,완료,CH000015356,P3,상,Medium,2018-06-01,D102,2018-06-09,2018-06-10,D22
C7,등록취소,CH000015357,P3,상,Medium,2018-06-01,D102,,,D42
C7,등록취소,CH000015358,P3,상,Medium,2018-06-01,D102,,,D72
C7,등록취소,CH000015359,P3,상,Medium,2018-06-01,D102,,,D72
C7,등록취소,CH000015360,P3,상,Medium,2018-06-01,D102,,,D72
C7,등록취소,CH000015361,P3,상,Medium,2018-06-01,D102,,,D88
C4,완료,CH000015362,P3,상,Medium,2018-06-01,D102,2018-06-02,2018-06-02,D71
C3,완료,CH000015364,P3,상,Low,2018-05-31,D16,2018-06-09,2018-06-10,D22
C3,완료,CH000015365,P3,상,Low,2018-05-31,D23,2018-06-09,2018-06-10,D22
C3,완료,CH000015366,P3,상,Low,2018-05-31,D16,2018-06-02,2018-06-04,D17
C3,완료,CH000015367,P3,상,Low,2018-05-31,D16,2018-06-01,2018-06-04,D17
C3,완료,CH000015368,P3,상,Low,2018-05-31,D16,2018-06-05,2018-06-07,D17
