No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
1682,DPBOM000000384,Supp 제작,F3,,D5,2022-05-09,2022-04-07
1683,DPBOM000000665,의장(설치),F3,,D5,2022-06-12,2022-05-02
1684,DPBOM000000386,제작,F3,,D5,2022-05-20,2022-04-01
1685,DPBOM000002134,의장(설치),F4,,D6,2022-06-12,2022-05-16
1686,DPBOM000000389,철의장,F4,,D6,2022-05-21,2022-03-17
1687,DPBOM000004461,계획,F2,,D4,2022-04-01,2022-04-01
1688,DPBOM000004462,계획,F5,,D7,2022-04-01,2022-03-31
1689,DPBOM000004463,계획,F3,,D5,2022-04-01,2022-04-01
1690,DPBOM000004464,의장,F4,,D6,2022-05-26,2022-05-16
1691,DPBOM000004465,철의장,F4,,D6,2022-04-10,2022-03-11
1692,DPBOM000004466,의장(설치),F7,,D3,2022-05-12,2022-04-28
1693,DPBOM000004467,의장(설치),F8,,D5,2022-05-12,2022-04-04
1694,DPBOM000004468,철의장,F7,,D3,2022-04-18,2022-03-12
1695,DPBOM000004469,철의장,F8,,D5,2022-04-18,2022-03-13
1696,DPBOM000004470,의장(설치),F5,,D7,2022-05-12,2022-05-09
1697,DPBOM000004471,철의장,F5,,D7,2022-04-18,2022-03-10
1698,DPBOM000004472,의장(설치),F5,,D7,2022-05-20,2022-05-14
1699,DPBOM000004473,철의장,F5,,D7,2022-04-28,2022-03-12
1700,DPBOM000004474,의장(설치),F3,,D5,2022-05-12,2022-05-02
1701,DPBOM000004475,제작,F3,,D5,2022-04-18,2022-03-17
1702,DPBOM000004476,Supp 제작,F3,,D5,2022-04-18,2022-03-17
1703,DPBOM000004477,의장(설치),F2,,D4,2022-05-12,2022-04-28
1704,DPBOM000004478,의장(설치),F3,,D5,2022-05-20,2022-05-02
1705,DPBOM000004479,제작,F2,,D4,2022-04-18,2022-03-13
1706,DPBOM000004480,제작,F3,,D5,2022-04-28,2022-03-17
1707,DPBOM000004481,Supp 제작,F2,,D4,2022-04-18,2022-03-17
1708,DPBOM000004482,의장(설치),F1,D1,D3,2022-05-12,2022-05-06
1709,DPBOM000004483,의장(설치),F4,,D6,2022-05-20,2022-05-16
1710,DPBOM000004484,철의장,F1,D1,D3,2022-04-18,2022-03-17
1711,DPBOM000004485,철의장,F4,,D6,2022-04-28,2022-03-17
1712,DPBOM000004486,계획,F2,,D4,2022-04-02,2022-04-02
1713,DPBOM000004487,계획,F5,,D7,2022-04-02,2022-04-01
1714,DPBOM000000106,계획,F3,,D5,2022-04-02,2022-04-02
1715,DPBOM000002081,의장,F4,,D6,2022-05-27,2022-05-21
1716,DPBOM000000142,철의장,F4,,D6,2022-04-11,2022-02-27
1717,DPBOM000002091,의장(설치),F7,,D3,2022-06-18,2022-05-16
1718,DPBOM000000585,의장(설치),F8,,D5,2022-06-18,2022-04-15
1719,DPBOM000000254,철의장,F8,,D5,2022-05-26,2022-03-26
1720,DPBOM000002092,의장(설치),F5,,D7,2022-06-18,2022-05-16
1721,DPBOM000000255,철의장,F5,,D7,2022-05-26,2022-03-25
1722,DPBOM000002162,의장(설치),F5,,D7,2022-06-27,2022-05-16
1723,DPBOM000000256,철의장,F5,,D7,2022-06-04,2022-03-25
1724,DPBOM000004498,의장(설치),F2,,D4,2022-05-22,2022-05-21
1725,DPBOM000004499,제작,F2,,D4,2022-04-25,2022-03-24
1726,DPBOM000004500,Supp 제작,F2,,D4,2022-04-25,2022-03-24
1727,DPBOM000000586,의장(설치),F3,,D5,2022-05-22,2022-05-21
1728,DPBOM000000257,제작,F3,,D5,2022-04-28,2022-03-24
1729,DPBOM000000258,Supp 제작,F3,,D5,2022-04-28,2022-03-24
1730,DPBOM000002093,의장(설치),F2,,D4,2022-06-18,2022-05-23
1731,DPBOM000000587,의장(설치),F3,,D5,2022-06-27,2022-06-03
1732,DPBOM000002094,의장(설치),F2,,D4,2022-06-18,2022-05-21
1733,DPBOM000000259,제작,F2,,D4,2022-05-28,2022-03-21
1734,DPBOM000000260,제작,F3,,D5,2022-06-04,2022-04-03
1735,DPBOM000000261,제작,F2,,D4,2022-05-28,2022-03-24
1736,DPBOM000000262,Supp 제작,F2,,D4,2022-05-28,2022-03-21
1737,DPBOM000000263,Supp 제작,F2,,D4,2022-05-28,2022-03-24
1738,DPBOM000000358,의장(설치),F3,,D5,2022-06-13,2022-06-09
1739,DPBOM000000185,제작,F3,,D5,2022-05-23,2022-03-13
1740,DPBOM000004514,Supp 제작,F3,,D5,2022-05-21,2022-05-13
1741,DPBOM000002163,의장(설치),F4,,D6,2022-06-27,2022-05-21
1742,DPBOM000004516,의장(설치),F4,,D6,2022-06-13,2022-05-16
1743,DPBOM000000264,철의장,F4,,D6,2022-06-06,2022-03-21
1744,DPBOM000000588,의장(설치),F8,,D5,2022-05-27,2022-04-15
1745,DPBOM000000265,철의장,F8,,D5,2022-05-01,2022-03-26
1746,DPBOM000002097,의장(설치),F5,,D7,2022-05-27,2022-05-16
1747,DPBOM000000266,철의장,F5,,D7,2022-05-01,2022-03-25
1748,DPBOM000002164,의장(설치),F5,,D7,2022-06-05,2022-05-16
1749,DPBOM000000267,철의장,F5,,D7,2022-05-12,2022-03-25
1750,DPBOM000004524,의장(설치),F3,,D5,2022-05-22,2022-05-21
1751,DPBOM000004525,제작,F3,,D5,2022-05-05,2022-03-11
1752,DPBOM000004526,Supp 제작,F3,,D5,2022-05-05,2022-03-11
1753,DPBOM000000589,의장(설치),F3,,D5,2022-05-22,2022-05-21
1754,DPBOM000000268,제작,F3,,D5,2022-04-28,2022-03-24
1755,DPBOM000000269,Supp 제작,F3,,D5,2022-04-28,2022-03-24
1756,DPBOM000000590,의장(설치),F3,,D5,2022-06-05,2022-06-03
1757,DPBOM000002099,의장(설치),F2,,D4,2022-05-27,2022-05-21
1758,DPBOM000000271,제작,F3,,D5,2022-05-12,2022-04-03
1759,DPBOM000000272,제작,F2,,D4,2022-05-05,2022-03-24
1760,DPBOM000000274,Supp 제작,F2,,D4,2022-05-05,2022-03-24
1761,DPBOM000000359,의장(설치),F3,,D5,2022-05-22,2022-05-13
1762,DPBOM000000186,제작,F3,,D5,2022-04-30,2022-03-13
1763,DPBOM000004537,Supp 제작,F3,,D5,2022-04-28,2022-04-24
1764,DPBOM000002165,의장(설치),F4,,D6,2022-06-05,2022-05-21
1765,DPBOM000004539,의장(설치),F4,,D6,2022-05-22,2022-05-16
1766,DPBOM000000276,철의장,F4,,D6,2022-05-14,2022-03-21
1767,DPBOM000004541,철의장,F4,,D6,2022-04-30,2022-03-06
1768,DPBOM000004542,의장(설치),F5,,D7,2022-09-01,
1769,DPBOM000004543,의장(설치),F8,,D5,2022-08-05,2022-04-15
1770,DPBOM000004544,의장(설치),F5,,D7,2022-08-15,2022-08-12
1771,DPBOM000004545,철의장,F5,,D7,2022-07-03,2022-04-16
1772,DPBOM000004546,의장(설치),F3,,D5,2022-08-15,2022-08-06
1773,DPBOM000004547,제작,F3,,D5,2022-07-03,2022-05-29
1774,DPBOM000004548,Supp 제작,F3,,D5,2022-07-03,2022-05-26
1775,DPBOM000004549,의장(설치),F3,,D5,2022-07-21,2022-07-07
1776,DPBOM000004550,제작,F3,,D5,2022-06-19,2022-05-27
1777,DPBOM000004551,Supp 제작,F3,,D5,2022-07-01,2022-10-13
1778,DPBOM000004552,의장(설치),F4,,D6,2022-08-15,2022-08-14
1779,DPBOM000004553,의장(설치),F4,,D6,2022-07-21,2022-07-08
1780,DPBOM000004554,철의장,F4,,D6,2022-07-03,2022-04-23
1781,DPBOM000004555,철의장,F4,,D6,2022-06-19,2022-05-28
1782,DPBOM000004556,계획,F5,,D7,2022-04-10,2022-04-04
1783,DPBOM000000109,계획,F3,,D5,2022-04-10,2022-04-02
1784,DPBOM000001620,의장,F4,,D6,2022-06-04,2022-05-21
1785,DPBOM000000179,철의장,F4,,D6,2022-04-18,2022-03-05
1786,DPBOM000004560,의장(설치),F8,,D5,2022-06-05,2022-04-15
1787,DPBOM000004561,의장(설치),F5,,D7,2022-06-05,2022-05-16
1788,DPBOM000004562,철의장,F5,,D7,2022-05-12,2022-03-25
1789,DPBOM000004563,의장(설치),F5,,D7,2022-06-13,2022-05-16
1790,DPBOM000004564,철의장,F5,,D7,2022-05-21,2022-03-25
1791,DPBOM000004565,의장(설치),F3,,D5,2022-06-05,2022-05-21
1792,DPBOM000004566,제작,F3,,D5,2022-05-12,2022-03-27
1793,DPBOM000004567,Supp 제작,F3,,D5,2022-05-12,2022-03-27
1794,DPBOM000004568,의장(설치),F3,,D5,2022-06-13,2022-06-03
1795,DPBOM000004569,제작,F3,,D5,2022-05-21,2022-04-10
1796,DPBOM000004570,의장(설치),F3,,D5,2022-05-30,2022-05-20
1797,DPBOM000004571,제작,F3,,D5,2022-05-02,2022-03-13
1798,DPBOM000004572,Supp 제작,F3,,D5,2022-05-06,2022-04-29
1799,DPBOM000004573,의장(설치),F4,,D6,2022-06-13,2022-05-21
1800,DPBOM000004574,철의장,F4,,D6,2022-05-16,2022-03-21
1801,DPBOM000004575,의장(설치),F8,,D5,2022-06-03,2022-05-05
1802,DPBOM000004576,의장(설치),F5,,D7,2022-06-03,2022-05-16
1803,DPBOM000004577,철의장,F5,,D7,2022-05-08,2022-03-25
1804,DPBOM000004578,의장(설치),F5,,D7,2022-06-11,2022-05-16
1805,DPBOM000004579,철의장,F5,,D7,2022-05-16,2022-03-25
1806,DPBOM000004580,의장(설치),F3,,D5,2022-06-03,2022-05-21
1807,DPBOM000004581,제작,F3,,D5,2022-05-08,2022-03-27
1808,DPBOM000004582,Supp 제작,F3,,D5,2022-05-08,2022-03-27
1809,DPBOM000004583,의장(설치),F3,,D5,2022-06-11,2022-06-03
1810,DPBOM000004584,제작,F3,,D5,2022-05-16,2022-04-10
1811,DPBOM000004585,의장(설치),F3,,D5,2022-05-28,2022-05-20
1812,DPBOM000004586,제작,F3,,D5,2022-05-02,2022-03-14
1813,DPBOM000004587,Supp 제작,F3,,D5,2022-05-02,2022-04-24
1814,DPBOM000004588,의장(설치),F4,,D6,2022-06-11,2022-05-21
1815,DPBOM000004589,철의장,F4,,D6,2022-05-16,2022-03-21
1816,DPBOM000004590,의장(설치),F5,,D7,2022-08-18,
1817,DPBOM000004591,의장(설치),F8,,D5,2022-08-28,2022-04-15
1818,DPBOM000004592,의장(설치),F5,,D7,2022-08-28,2022-08-12
1819,DPBOM000004593,철의장,F5,,D7,2022-07-23,2022-06-18
1820,DPBOM000004594,의장(설치),F3,,D5,2022-08-28,2022-08-06
1821,DPBOM000004595,제작,F3,,D5,2022-07-23,2022-06-04
1822,DPBOM000004596,Supp 제작,F3,,D5,2022-07-23,2022-05-26
1823,DPBOM000004597,의장(설치),F3,,D5,2022-08-04,2022-07-31
1824,DPBOM000004598,제작,F3,,D5,2022-07-02,2022-05-27
1825,DPBOM000004599,Supp 제작,F3,,D5,2022-07-02,2022-06-27
1826,DPBOM000004600,의장(설치),F4,,D6,2022-08-28,2022-08-14
1827,DPBOM000004601,의장(설치),F4,,D6,2022-08-04,2022-07-08
1828,DPBOM000004602,철의장,F4,,D6,2022-07-02,2022-05-28
1829,DPBOM000004603,계획,F2,,D4,2022-04-14,2022-03-04
1830,DPBOM000004604,계획,F5,,D7,2022-04-14,2022-04-04
1831,DPBOM000004605,계획,F3,,D5,2022-04-14,2022-04-02
1832,DPBOM000004606,의장,F4,,D6,2022-06-06,2022-05-21
1833,DPBOM000004607,철의장,F4,,D6,2022-04-25,2022-02-27
1834,DPBOM000004608,의장(설치),F7,,D3,2022-05-26,2022-05-16
1835,DPBOM000004609,의장(설치),F8,,D5,2022-05-26,2022-04-15
1836,DPBOM000004610,철의장,F7,,D3,2022-05-02,2022-03-20
1837,DPBOM000004611,철의장,F8,,D5,2022-04-30,2022-03-25
1838,DPBOM000004612,의장(설치),F5,,D7,2022-05-26,2022-05-16
1839,DPBOM000004613,철의장,F5,,D7,2022-05-02,2022-03-24
1840,DPBOM000004614,의장(설치),F5,,D7,2022-06-05,2022-05-16
1841,DPBOM000004615,철의장,F5,,D7,2022-05-14,2022-03-24
1842,DPBOM000004616,의장(설치),F2,,D4,2022-05-21,2022-05-21
1843,DPBOM000004617,제작,F2,,D4,2022-04-25,2022-03-24
1844,DPBOM000004618,Supp 제작,F2,,D4,2022-04-25,2022-03-24
1845,DPBOM000004619,의장(설치),F3,,D5,2022-05-21,2022-05-21
1846,DPBOM000004620,제작,F3,,D5,2022-04-25,2022-03-24
1847,DPBOM000004621,Supp 제작,F3,,D5,2022-04-25,2022-03-24
1848,DPBOM000004622,의장(설치),F2,,D4,2022-05-26,2022-05-23
1849,DPBOM000004623,의장(설치),F3,,D5,2022-06-05,2022-06-03
1850,DPBOM000004624,제작,F2,,D4,2022-05-02,2022-03-21
1851,DPBOM000004625,제작,F3,,D5,2022-05-12,2022-04-08
1852,DPBOM000004626,Supp 제작,F2,,D4,2022-05-02,2022-03-21
1853,DPBOM000004627,의장(설치),F3,,D5,2022-05-22,2022-05-13
1854,DPBOM000004628,제작,F3,,D5,2022-04-30,2022-03-12
1855,DPBOM000004629,Supp 제작,F3,,D5,2022-04-28,2022-04-24
1856,DPBOM000004630,의장(설치),F1,D1,D3,2022-05-26,2022-05-06
1857,DPBOM000004631,의장(설치),F4,,D6,2022-06-05,2022-05-21
1858,DPBOM000004632,의장(설치),F4,,D6,2022-05-22,2022-05-16
1859,DPBOM000004633,철의장,F1,D1,D3,2022-05-02,2022-03-17
1860,DPBOM000004634,철의장,F4,,D6,2022-05-14,2022-03-21
1861,DPBOM000004635,철의장,F4,,D6,2022-04-30,2022-03-06
1862,DPBOM000004636,계획,F2,,D4,2022-05-21,2022-05-12
1863,DPBOM000004637,계획,F5,,D7,2022-05-21,2022-05-16
1864,DPBOM000002517,의장(설치),F7,,D3,2022-07-23,2022-05-16
1865,DPBOM000000233,철의장,F7,,D3,2022-06-23,2022-03-12
1866,DPBOM000002576,의장(설치),F5,,D7,2022-08-05,2022-07-29
1867,DPBOM000000769,철의장,F5,,D7,2022-06-27,2022-04-24
1868,DPBOM000004642,의장(설치),F2,,D4,2022-07-23,2022-04-28
1869,DPBOM000004643,의장(설치),F2,,D4,2022-08-05,2022-08-05
1870,DPBOM000004644,의장(설치),F2,,D4,2022-07-23,2022-05-23
1871,DPBOM000004645,제작,F2,,D4,2022-06-23,2022-03-13
1872,DPBOM000004646,제작,F2,,D4,2022-06-23,2022-03-24
1873,DPBOM000004647,제작,F2,,D4,2022-06-23,2022-05-12
1874,DPBOM000004648,Supp 제작,F2,,D4,2022-06-23,2022-03-17
1875,DPBOM000004649,Supp 제작,F2,,D4,2022-06-23,2022-03-24
1876,DPBOM000004650,Supp 제작,F2,,D4,2022-06-23,2022-05-12
1877,DPBOM000002518,의장(설치),F1,D1,D3,2022-07-23,2022-05-06
1878,DPBOM000000770,철의장,F1,D1,D3,2022-06-23,2022-03-17
1879,DPBOM000002569,의장(설치),F7,,D3,2022-07-23,2022-05-16
1880,DPBOM000004654,철의장,F7,,D3,2022-06-23,2022-03-12
1881,DPBOM000002577,의장(설치),F5,,D7,2022-07-30,2022-07-29
1882,DPBOM000000771,철의장,F5,,D7,2022-06-23,2022-04-24
1883,DPBOM000004657,의장(설치),F2,,D4,2022-07-23,2022-04-28
1884,DPBOM000004658,의장(설치),F2,,D4,2022-08-05,2022-08-05
1885,DPBOM000004659,의장(설치),F2,,D4,2022-07-23,2022-05-23
1886,DPBOM000004660,제작,F2,,D4,2022-06-23,2022-03-13
1887,DPBOM000004661,제작,F2,,D4,2022-06-23,2022-03-24
1888,DPBOM000004662,제작,F2,,D4,2022-06-23,2022-05-12
1889,DPBOM000004663,Supp 제작,F2,,D4,2022-06-23,2022-03-17
1890,DPBOM000004664,Supp 제작,F2,,D4,2022-06-23,2022-03-24
1891,DPBOM000004665,Supp 제작,F2,,D4,2022-06-23,2022-05-12
1892,DPBOM000002570,의장(설치),F1,D1,D3,2022-07-23,2022-05-06
1893,DPBOM000000772,철의장,F1,D1,D3,2022-06-23,2022-03-17
1894,DPBOM000004668,의장(설치),F5,,D7,2022-09-05,
1895,DPBOM000004669,의장(설치),F5,,D7,2022-09-05,2022-09-03
1896,DPBOM000004670,철의장,F5,,D7,2022-08-28,2022-08-22
1897,DPBOM000004671,의장(설치),F1,D1,D3,2022-09-03,2022-05-06
1898,DPBOM000004672,의장(설치),F4,,D6,2022-09-03,2022-07-09
1899,DPBOM000001867,계획,F2,,D4,2022-04-04,2022-03-27
1900,DPBOM000000089,계획,F5,,D7,2022-04-04,2022-04-04
1901,DPBOM000004675,계획,F3,,D5,2022-04-04,2022-04-07
1902,DPBOM000002101,의장,F6,,D8,2022-05-29,2022-05-23
1903,DPBOM000002102,의장,F5,,D7,2022-06-13,2022-06-11
1904,DPBOM000002384,의장,F4,,D6,2022-05-29,2022-05-29
1905,DPBOM000004679,의장,F1,,D3,2022-05-29,2022-04-25
1906,DPBOM000000124,철의장,F6,,D8,2022-04-11,2022-03-07
1907,DPBOM000000668,의장(설치),F8,,D5,2022-06-02,2022-04-18
1908,DPBOM000000398,철의장,F8,,D5,2022-05-07,2022-03-31
1909,DPBOM000002192,의장(설치),F5,,D7,2022-06-02,2022-05-30
1910,DPBOM000000399,철의장,F5,,D7,2022-05-07,2022-04-01
1911,DPBOM000002251,의장(설치),F5,,D7,2022-06-12,2022-06-11
1912,DPBOM000000400,철의장,F5,,D7,2022-05-20,2022-03-31
1913,DPBOM000001702,의장(설치),F4,,D6,2022-06-12,2022-06-12
1914,DPBOM000004688,의장(설치),F4,,D6,2022-06-12,2022-06-12
1915,DPBOM000004689,의장(설치),F2,,D4,2022-05-28,2022-05-21
1916,DPBOM000004690,제작,F2,,D4,2022-04-30,2022-03-24
1917,DPBOM000004691,Supp 제작,F2,,D4,2022-04-30,2022-03-24
1918,DPBOM000002193,의장(설치),F3,,D5,2022-05-28,2022-05-28
1919,DPBOM000000401,제작,F3,,D5,2022-05-02,2022-03-27
1920,DPBOM000000402,Supp 제작,F3,,D5,2022-05-02,2022-03-27
1921,DPBOM000002194,의장(설치),F2,,D4,2022-06-02,2022-05-23
1922,DPBOM000002252,의장(설치),F3,,D5,2022-06-12,2022-05-28
1923,DPBOM000002195,의장(설치),F2,,D4,2022-06-02,2022-05-21
1924,DPBOM000000403,제작,F2,,D4,2022-05-09,2022-03-21
1925,DPBOM000000404,제작,F3,,D5,2022-05-20,2022-04-08
1926,DPBOM000000837,제작,F2,,D4,2022-05-09,2022-03-24
1927,DPBOM000000405,Supp 제작,F2,,D4,2022-05-09,2022-03-21
1928,DPBOM000002148,의장(설치),F3,,D5,2022-05-29,2022-05-29
1929,DPBOM000000247,제작,F3,,D5,2022-05-07,2022-03-14
1930,DPBOM000004704,Supp 제작,F3,,D5,2022-05-05,2022-05-02
1931,DPBOM000002293,의장(설치),F4,,D6,2022-06-12,2022-06-04
1932,DPBOM000002175,의장(설치),F4,,D6,2022-05-29,2022-05-29
1933,DPBOM000000407,철의장,F4,,D6,2022-05-20,2022-04-10
1934,DPBOM000000695,철의장,F4,,D6,2022-05-07,2022-03-17
1935,DPBOM000002196,의장(설치),F7,,D3,2022-06-11,2022-05-16
1936,DPBOM000000669,의장(설치),F8,,D5,2022-06-11,2022-04-18
1937,DPBOM000000408,철의장,F8,,D5,2022-05-16,2022-03-31
1938,DPBOM000002197,의장(설치),F5,,D7,2022-06-11,2022-06-11
1939,DPBOM000000409,철의장,F5,,D7,2022-05-16,2022-04-01
1940,DPBOM000002253,의장(설치),F5,,D7,2022-06-23,2022-06-16
1941,DPBOM000000410,철의장,F5,,D7,2022-05-29,2022-04-01
1942,DPBOM000004716,의장(설치),F2,,D4,2022-05-28,2022-05-21
1943,DPBOM000004717,제작,F2,,D4,2022-04-30,2022-03-24
1944,DPBOM000004718,Supp 제작,F2,,D4,2022-04-30,2022-03-24
1945,DPBOM000002198,의장(설치),F3,,D5,2022-05-28,2022-05-28
1946,DPBOM000000411,제작,F3,,D5,2022-05-02,2022-03-27
1947,DPBOM000000412,Supp 제작,F3,,D5,2022-05-02,2022-03-27
1948,DPBOM000002254,의장(설치),F3,,D5,2022-06-23,2022-05-28
1949,DPBOM000002200,의장(설치),F2,,D4,2022-06-11,2022-05-21
1950,DPBOM000000414,제작,F3,,D5,2022-05-29,2022-04-08
1951,DPBOM000000415,제작,F2,,D4,2022-05-21,2022-03-24
1952,DPBOM000002149,의장(설치),F3,,D5,2022-06-09,2022-06-05
1953,DPBOM000000248,제작,F3,,D5,2022-05-14,2022-03-27
1954,DPBOM000004728,Supp 제작,F3,,D5,2022-05-14,2022-05-07
1955,DPBOM000002294,의장(설치),F4,,D6,2022-06-23,2022-06-04
1956,DPBOM000002176,의장(설치),F4,,D6,2022-06-09,2022-05-29
1957,DPBOM000000418,철의장,F4,,D6,2022-05-29,2022-04-10
1958,DPBOM000004732,철의장,F4,,D6,2022-05-14,2022-03-27
1959,DPBOM000000466,의장(설치),F3,,D5,2022-05-29,2022-04-14
1960,DPBOM000004734,의장(설치),F5,,D7,2022-08-19,
1961,DPBOM000004735,의장(설치),F8,,D5,2022-08-15,2022-04-18
1962,DPBOM000004736,의장(설치),F8,,D5,2022-08-11,2022-04-18
1963,DPBOM000004737,의장(설치),F5,,D7,2022-08-13,2022-08-12
1964,DPBOM000004738,철의장,F5,,D7,2022-07-11,2022-06-02
1965,DPBOM000004739,의장(설치),F3,,D5,2022-08-13,2022-05-28
1966,DPBOM000004740,제작,F3,,D5,2022-07-11,2022-05-13
1967,DPBOM000004741,Supp 제작,F3,,D5,2022-07-11,2022-05-13
1968,DPBOM000004742,제작,F3,,D5,2022-07-01,2022-06-27
1969,DPBOM000004743,Supp 제작,F3,,D5,2022-07-01,2022-06-27
1970,DPBOM000004744,의장(설치),F3,,D5,2022-07-30,2022-05-28
1971,DPBOM000004745,제작,F3,,D5,2022-06-27,2022-05-13
1972,DPBOM000004746,Supp 제작,F3,,D5,2022-06-27,2022-06-27
1973,DPBOM000004747,의장(설치),F4,,D6,2022-08-13,2022-07-09
1974,DPBOM000004748,철의장,F4,,D6,2022-07-09,2022-04-14
1975,DPBOM000004749,철의장,F4,,D6,2022-06-27,2022-05-23
1976,DPBOM000004750,의장(설치),F5,,D7,2022-09-02,
1977,DPBOM000004751,의장(설치),F8,,D5,2022-08-19,2022-04-18
1978,DPBOM000004752,의장(설치),F8,,D5,2022-08-19,2022-04-18
1979,DPBOM000004753,의장(설치),F5,,D7,2022-08-21,2022-08-12
1980,DPBOM000004754,철의장,F5,,D7,2022-07-24,2022-06-02
1981,DPBOM000004755,의장(설치),F3,,D5,2022-08-19,2022-05-28
1982,DPBOM000004756,제작,F3,,D5,2022-07-24,2022-05-13
1983,DPBOM000004757,Supp 제작,F3,,D5,2022-07-24,2022-05-13
1984,DPBOM000004758,의장(설치),F3,,D5,2022-08-05,2022-05-28
1985,DPBOM000004759,제작,F3,,D5,2022-07-03,2022-05-13
1986,DPBOM000004760,Supp 제작,F3,,D5,2022-07-03,2022-07-03
1987,DPBOM000004761,의장(설치),F4,,D6,2022-08-19,2022-07-09
1988,DPBOM000004762,철의장,F4,,D6,2022-07-24,2022-04-14
1989,DPBOM000004763,철의장,F4,,D6,2022-07-03,2022-05-23
1990,DPBOM000000091,계획,F5,,D7,2022-04-09,2022-04-04
1991,DPBOM000001868,계획,F3,,D5,2022-04-09,2022-04-08
1992,DPBOM000002385,의장,F4,,D6,2022-06-03,2022-05-29
1993,DPBOM000004767,의장,F1,,D3,2022-06-03,2022-04-25
1994,DPBOM000000127,철의장,F4,,D6,2022-04-21,2022-03-12
1995,DPBOM000000636,의장(설치),F8,,D5,2022-06-03,2022-04-18
1996,DPBOM000002216,의장(설치),F5,,D7,2022-06-03,2022-05-30
1997,DPBOM000000329,철의장,F5,,D7,2022-05-08,2022-04-01
1998,DPBOM000002295,의장(설치),F5,,D7,2022-06-12,2022-06-11
1999,DPBOM000000330,철의장,F5,,D7,2022-05-20,2022-04-01
2000,DPBOM000002232,의장(설치),F3,,D5,2022-06-03,2022-05-28
2001,DPBOM000000331,제작,F3,,D5,2022-05-08,2022-03-27
2002,DPBOM000000332,Supp 제작,F3,,D5,2022-05-08,2022-03-27
2003,DPBOM000002028,의장(설치),F3,,D5,2022-06-12,2022-05-28
2004,DPBOM000000333,제작,F3,,D5,2022-05-20,2022-04-08
2005,DPBOM000002177,의장(설치),F3,,D5,2022-05-29,2022-05-29
2006,DPBOM000000222,제작,F3,,D5,2022-05-07,2022-03-14
2007,DPBOM000004781,Supp 제작,F3,,D5,2022-05-05,2022-05-02
2008,DPBOM000002297,의장(설치),F4,,D6,2022-06-12,2022-06-04
2009,DPBOM000002180,의장(설치),F4,,D6,2022-05-29,2022-05-29
2010,DPBOM000000334,철의장,F4,,D6,2022-05-20,2022-04-08
2011,DPBOM000000750,철의장,F4,,D6,2022-05-07,2022-03-17
2012,DPBOM000000637,의장(설치),F8,,D5,2022-06-12,2022-04-18
2013,DPBOM000002217,의장(설치),F5,,D7,2022-06-12,2022-06-11
2014,DPBOM000000336,철의장,F5,,D7,2022-05-20,2022-04-01
2015,DPBOM000002284,의장(설치),F5,,D7,2022-06-23,2022-06-16
2016,DPBOM000000337,철의장,F5,,D7,2022-05-29,2022-04-01
2017,DPBOM000002218,의장(설치),F3,,D5,2022-06-12,2022-05-28
2018,DPBOM000000338,제작,F3,,D5,2022-05-20,2022-03-27
2019,DPBOM000000339,Supp 제작,F3,,D5,2022-05-20,2022-03-27
2020,DPBOM000002285,의장(설치),F3,,D5,2022-06-23,2022-05-28
2021,DPBOM000000340,제작,F3,,D5,2022-05-29,2022-04-08
2022,DPBOM000002168,의장(설치),F3,,D5,2022-06-09,2022-06-05
2023,DPBOM000000223,제작,F3,,D5,2022-05-14,2022-03-27
2024,DPBOM000004798,Supp 제작,F3,,D5,2022-05-14,2022-05-07
2025,DPBOM000002296,의장(설치),F4,,D6,2022-06-23,2022-06-04
2026,DPBOM000002178,의장(설치),F4,,D6,2022-06-09,2022-05-29
2027,DPBOM000000341,철의장,F4,,D6,2022-05-29,2022-04-08
2028,DPBOM000004802,철의장,F4,,D6,2022-05-14,2022-03-27
2029,DPBOM000004803,계획,F2,,D4,2022-05-20,2022-05-13
2030,DPBOM000004804,계획,F5,,D7,2022-05-20,2022-05-20
2031,DPBOM000004805,계획,F3,,D5,2022-05-20,2022-05-20
2032,DPBOM000004806,의장(설치),F7,,D3,2022-07-04,2022-05-16
2033,DPBOM000004807,의장(설치),F8,,D5,2022-07-04,2022-04-18
2034,DPBOM000004808,철의장,F7,,D3,2022-06-11,2022-03-20
2035,DPBOM000004809,철의장,F8,,D5,2022-06-11,2022-03-31
2036,DPBOM000004810,의장(설치),F5,,D7,2022-07-04,2022-07-01
2037,DPBOM000004811,철의장,F5,,D7,2022-06-11,2022-05-10
2038,DPBOM000004812,의장(설치),F5,,D7,2022-07-23,2022-07-01
2039,DPBOM000004813,철의장,F5,,D7,2022-06-23,2022-04-24
2040,DPBOM000004814,의장(설치),F2,,D4,2022-07-01,2022-05-21
2041,DPBOM000004815,제작,F2,,D4,2022-06-06,2022-03-24
2042,DPBOM000004816,Supp 제작,F2,,D4,2022-06-06,2022-03-24
2043,DPBOM000004817,의장(설치),F3,,D5,2022-07-01,2022-05-28
2044,DPBOM000004818,제작,F3,,D5,2022-06-06,2022-05-07
2045,DPBOM000004819,Supp 제작,F3,,D5,2022-06-06,2022-04-14
2046,DPBOM000004820,의장(설치),F2,,D4,2022-07-04,2022-05-23
2047,DPBOM000004821,의장(설치),F3,,D5,2022-07-23,2022-05-28
2048,DPBOM000004822,의장(설치),F2,,D4,2022-07-04,2022-05-21
