No,D/P&BOM 코드,D/P&BOM 내역,설계기능,협력사,직영책임부서,최종 출도가능일자,출도실적
1900,DPBOM000008174,의장(설치),F8,,D5,2022-11-28,2022-10-03
1901,DPBOM000008175,의장(설치),F5,,D7,2022-11-26,2022-11-10
1902,DPBOM000008176,철의장,F5,,D7,2022-11-03,2022-09-25
1903,DPBOM000008177,의장(설치),F3,,D5,2022-11-26,2022-09-29
1904,DPBOM000008178,제작,F3,,D5,2022-11-04,2022-08-22
1905,DPBOM000008179,Supp 제작,F3,,D5,2022-11-04,2022-09-03
1906,DPBOM000008180,의장(설치),F3,,D5,2022-11-28,2022-09-29
1907,DPBOM000008181,제작,F3,,D5,2022-11-06,2022-09-03
1908,DPBOM000008182,Supp 제작,F3,,D5,2022-10-21,2022-10-21
1909,DPBOM000008183,의장(설치),F3,,D5,2022-11-14,2022-11-10
1910,DPBOM000008184,제작,F3,,D5,2022-10-23,2022-10-23
1911,DPBOM000008185,Supp 제작,F3,,D5,2022-10-23,2022-10-23
1912,DPBOM000008186,의장(설치),F1,,D3,2022-11-28,2022-10-06
1913,DPBOM000008187,의장(설치),F4,,D6,2022-11-28,2022-10-20
1914,DPBOM000008188,철의장,F1,,D3,2022-11-06,2022-08-29
1915,DPBOM000008189,철의장,F4,,D6,2022-11-06,2022-08-06
1916,DPBOM000008190,계획,F2,,D4,2022-10-20,2022-10-20
1917,DPBOM000008191,계획,F5,,D7,2022-10-20,2022-10-20
1918,DPBOM000008192,계획,F3,,D5,2022-10-20,2022-10-20
1919,DPBOM000008193,의장,F1,,D3,2022-12-16,2022-11-20
1920,DPBOM000008194,의장,F1,,D3,2022-12-09,2022-10-10
1921,DPBOM000008195,의장(설치),F7,,D4,2022-11-28,2022-11-10
1922,DPBOM000008196,철의장,F7,,D4,2022-11-05,2022-09-02
1923,DPBOM000008197,의장(설치),F5,,D7,2022-11-28,2022-11-10
1924,DPBOM000008198,철의장,F5,,D7,2022-11-05,2022-10-16
1925,DPBOM000008199,의장(설치),F2,,D4,2022-12-02,2022-10-13
1926,DPBOM000008200,제작,F2,,D4,2022-11-07,2022-09-30
1927,DPBOM000008201,Supp 제작,F2,,D4,2022-11-07,2022-09-30
1928,DPBOM000008202,Supp 제작,F3,,D5,2022-10-22,2022-10-22
1929,DPBOM000008203,제작,F3,,D5,2022-10-24,2022-10-24
1930,DPBOM000008204,Supp 제작,F3,,D5,2022-10-24,2022-10-24
1931,DPBOM000008205,의장(설치),F1,,D3,2022-12-02,2022-10-06
1932,DPBOM000008206,철의장,F1,,D3,2022-11-07,2022-08-20
1933,DPBOM000005016,계획,F2,,D4,2022-06-23,2022-06-23
1934,DPBOM000005017,계획,F5,D1,D7,2022-06-23,2022-06-11
1935,DPBOM000008209,의장,F1,,D3,2022-10-30,2022-08-13
1936,DPBOM000008210,철의장,F1,,D3,2022-06-20,2022-06-20
1937,DPBOM000002599,의장(설치),F5,D1,D7,2022-11-25,2022-11-20
1938,DPBOM000000608,철의장,F5,D1,D7,2022-10-24,2022-10-24
1939,DPBOM000005022,의장(설치),F1,,D3,2022-11-19,2022-08-12
1940,DPBOM000008214,철의장,F1,,D3,2022-10-27,2022-07-29
1941,DPBOM000005026,의장(설치),F2,,D4,2022-07-29,2022-07-29
1942,DPBOM000005027,제작,F2,,D4,2022-07-04,2022-06-27
1943,DPBOM000005028,Supp 제작,F2,,D4,2022-07-04,2022-06-27
1944,DPBOM000002476,의장(설치),F7,,D4,2022-11-03,2022-07-26
1945,DPBOM000000196,철의장,F7,,D4,2022-10-13,2022-06-26
1946,DPBOM000002477,의장(설치),F2,,D4,2022-07-29,2022-07-29
1947,DPBOM000000197,제작,F2,,D4,2022-06-30,2022-06-27
1948,DPBOM000000198,Supp 제작,F2,,D4,2022-06-30,2022-06-27
1949,DPBOM000008223,의장(설치),F1,,D3,2022-11-03,2022-08-12
1950,DPBOM000008224,의장(설치),F5,,D7,2022-12-26,
1951,DPBOM000005029,의장(설치),F7,,D4,2022-12-26,2022-12-17
1952,DPBOM000005031,의장(설치),F5,D1,D7,2022-12-26,2022-12-17
1953,DPBOM000002661,의장(설치),F2,,D4,2023-01-05,2022-09-11
1954,DPBOM000000112,제작,F2,,D4,2022-12-11,2022-09-11
1955,DPBOM000000113,Supp 제작,F2,,D4,2022-12-11,2022-09-11
1956,DPBOM000002656,의장(설치),F1,,D3,2023-01-05,2022-08-12
1957,DPBOM000000114,철의장,F1,,D3,2022-12-11,2022-07-31
1958,DPBOM000005076,계획,F2,,D4,2022-06-25,2022-06-25
1959,DPBOM000005077,계획,F5,D1,D7,2022-06-25,2022-06-25
1960,DPBOM000008234,의장(설치),F7,,D4,2022-11-20,2022-11-10
1961,DPBOM000008235,철의장,F7,,D4,2022-10-24,2022-07-29
1962,DPBOM000008236,의장(설치),F7,,D4,2022-12-25,2022-12-17
1963,DPBOM000008237,의장(설치),F5,D1,D7,2022-11-20,2022-11-20
1964,DPBOM000008238,철의장,F5,D1,D7,2022-10-24,2022-07-30
1965,DPBOM000008239,의장(설치),F2,,D4,2022-08-22,2022-08-19
1966,DPBOM000008240,제작,F2,,D4,2022-07-30,2022-07-29
1967,DPBOM000008241,Supp 제작,F2,,D4,2022-07-30,2022-07-29
1968,DPBOM000008242,의장(설치),F1,,D3,2022-11-18,2022-08-12
1969,DPBOM000008243,철의장,F1,,D3,2022-10-24,2022-07-29
1970,DPBOM000005124,계획,F2,,D4,2022-06-19,2022-06-19
1971,DPBOM000000134,계획,F5,D1,D7,2022-06-19,2022-06-19
1972,DPBOM000008246,의장(설치),F7,,D4,2022-09-09,2022-09-04
1973,DPBOM000008247,철의장,F7,,D4,2022-09-05,2022-07-29
1974,DPBOM000008248,의장(설치),F5,D1,D7,2022-09-09,2022-09-10
1975,DPBOM000008249,철의장,F5,D1,D7,2022-08-11,2022-07-25
1976,DPBOM000008250,의장(설치),F2,,D4,2022-08-20,2022-08-19
1977,DPBOM000008251,제작,F2,,D4,2022-07-25,2022-07-25
1978,DPBOM000008252,Supp 제작,F2,,D4,2022-07-25,2022-07-25
1979,DPBOM000008253,의장(설치),F1,,D3,2022-09-09,2022-08-12
1980,DPBOM000008254,철의장,F1,,D3,2022-08-11,2022-07-29
1981,DPBOM000005145,계획,F2,,D4,2022-06-30,2022-06-30
1982,DPBOM000005146,계획,F5,D1,D7,2022-06-30,2022-06-30
1983,DPBOM000008257,의장(설치),F7,,D4,2022-09-10,2022-09-04
1984,DPBOM000008258,철의장,F7,,D4,2022-08-12,2022-08-05
1985,DPBOM000008259,의장(설치),F5,D1,D7,2022-09-10,2022-09-10
1986,DPBOM000008260,철의장,F5,D1,D7,2022-08-12,2022-07-25
1987,DPBOM000008261,의장(설치),F2,,D4,2022-09-10,2022-08-20
1988,DPBOM000008262,제작,F2,,D4,2022-07-25,2022-07-25
1989,DPBOM000008263,Supp 제작,F2,,D4,2022-07-25,2022-07-25
1990,DPBOM000008264,의장(설치),F1,,D3,2022-09-10,2022-08-12
1991,DPBOM000008265,계획,F5,D1,D7,2022-06-30,2022-06-30
1992,DPBOM000005160,계획,F2,,D4,2022-06-30,2022-06-23
1993,DPBOM000000135,계획,F5,D1,D7,2022-07-07,2022-06-30
1994,DPBOM000005162,의장,F1,,D3,2022-09-09,2022-09-08
1995,DPBOM000000181,철의장,F1,,D3,2022-07-29,2022-07-31
1996,DPBOM000002000,의장(설치),F5,D1,D7,2022-10-31,2022-10-30
1997,DPBOM000002015,의장(설치),F2,,D4,2022-08-21,2022-08-19
1998,DPBOM000000718,제작,F2,,D4,2022-07-29,2022-07-25
1999,DPBOM000000719,Supp 제작,F2,,D4,2022-07-29,2022-07-25
2000,DPBOM000005171,의장(설치),F1,,D3,2022-09-03,2022-09-01
2001,DPBOM000005173,철의장,F1,,D3,2022-08-05,2022-08-01
2002,DPBOM000002001,의장(설치),F5,D1,D7,2022-10-31,2022-10-30
2003,DPBOM000005182,의장(설치),F1,,D3,2022-09-03,2022-09-01
2004,DPBOM000005184,철의장,F1,,D3,2022-08-05,2022-07-29
2005,DPBOM000008279,의장(설치),F7,,D4,2022-09-04,2022-08-29
2006,DPBOM000008280,철의장,F7,,D4,2022-07-11,2022-06-26
2007,DPBOM000008281,의장(설치),F7,,D4,2022-09-04,2022-08-29
2008,DPBOM000008282,철의장,F7,,D4,2022-07-11,2022-06-26
2009,DPBOM000005186,의장(설치),F5,,D7,2022-12-31,
2010,DPBOM000005187,의장(설치),F7,,D4,2022-12-31,2022-12-22
2011,DPBOM000005192,의장(설치),F2,,D4,2023-01-09,2022-09-11
2012,DPBOM000005198,의장(설치),F1,,D3,2023-01-09,2022-10-17
2013,DPBOM000005201,철의장,F1,,D3,2022-12-17,2022-07-26
2014,DPBOM000008288,의장(설치),F2,,D4,2022-11-03,2022-09-11
2015,DPBOM000008289,의장(설치),F1,,D3,2022-11-03,2022-10-17
2016,DPBOM000005203,계획,F2,,D4,2022-07-01,2022-07-01
2017,DPBOM000005204,계획,F5,D1,D7,2022-07-01,2022-06-30
2018,DPBOM000005205,의장,F1,,D3,2022-09-16,2022-09-02
2019,DPBOM000008293,철의장,F1,,D3,2022-08-08,2022-07-31
2020,DPBOM000008294,의장(설치),F5,D1,D7,2022-09-17,2022-09-10
2021,DPBOM000008295,철의장,F5,D1,D7,2022-08-18,2022-07-29
2022,DPBOM000008296,의장(설치),F2,,D4,2022-09-17,2022-08-20
2023,DPBOM000008297,제작,F2,,D4,2022-07-29,2022-07-25
2024,DPBOM000008298,Supp 제작,F2,,D4,2022-07-29,2022-07-25
2025,DPBOM000008299,의장(설치),F1,,D3,2022-09-17,2022-09-01
2026,DPBOM000008300,철의장,F1,,D3,2022-08-18,2022-07-26
2027,DPBOM000005219,계획,F2,,D4,2022-06-26,2022-06-24
2028,DPBOM000000215,계획,F5,D1,D7,2022-06-26,2022-06-16
2029,DPBOM000001314,의장,F1,,D3,2022-09-19,2022-09-19
2030,DPBOM000002610,의장(설치),F5,D1,D7,2022-09-17,2022-08-16
2031,DPBOM000001397,철의장,F5,D1,D7,2022-08-18,2022-07-21
2032,DPBOM000002529,의장(설치),F2,,D4,2022-08-19,2022-08-19
2033,DPBOM000001398,제작,F2,,D4,2022-08-18,2022-07-25
2034,DPBOM000001399,Supp 제작,F2,,D4,2022-07-25,2022-07-25
2035,DPBOM000001561,의장(설치),F1,,D3,2022-09-17,2022-08-19
2036,DPBOM000001400,철의장,F1,,D3,2022-08-18,2022-07-26
2037,DPBOM000002611,의장(설치),F5,D1,D7,2022-09-17,2022-08-16
2038,DPBOM000001401,철의장,F5,D1,D7,2022-08-18,2022-07-21
2039,DPBOM000002530,의장(설치),F2,,D4,2022-08-19,2022-08-19
2040,DPBOM000001402,제작,F2,,D4,2022-07-25,2022-07-25
2041,DPBOM000001403,Supp 제작,F2,,D4,2022-07-25,2022-07-25
2042,DPBOM000001562,의장(설치),F1,,D3,2022-09-17,2022-08-19
2043,DPBOM000005242,철의장,F1,,D3,2022-08-18,2022-07-26
2044,DPBOM000008318,의장(설치),F7,,D4,2022-08-21,2022-07-11
2045,DPBOM000008319,철의장,F7,,D4,2022-07-29,2022-07-02
2046,DPBOM000008320,의장(설치),F5,D1,D7,2022-08-21,2022-08-21
2047,DPBOM000008321,철의장,F5,D1,D7,2022-07-29,2022-06-26
2048,DPBOM000008322,의장(설치),F7,,D4,2022-08-21,2022-07-29
2049,DPBOM000008323,철의장,F7,,D4,2022-07-29,2022-07-02
2050,DPBOM000008324,의장(설치),F5,D1,D7,2022-08-21,2022-08-21
2051,DPBOM000008325,철의장,F5,D1,D7,2022-07-29,2022-06-26
2052,DPBOM000000163,의장(설치),F1,,D3,2023-01-14,2022-10-17
2053,DPBOM000000117,철의장,F1,,D3,2022-12-22,2022-08-29
2054,DPBOM000005254,계획,F2,,D4,2022-08-18,2022-06-24
2055,DPBOM000005255,계획,F5,D1,D7,2022-09-02,2022-07-29
2056,DPBOM000008330,의장,F1,,D3,2022-10-28,2022-09-01
2057,DPBOM000008331,의장,F1,,D3,2023-01-13,2023-01-13
2058,DPBOM000005257,의장(설치),F5,D1,D7,2022-11-25,2022-11-15
2059,DPBOM000005258,철의장,F5,D1,D7,2022-10-28,2022-09-19
2060,DPBOM000005259,의장(설치),F2,,D4,2022-11-20,2022-09-05
2061,DPBOM000005260,제작,F2,,D4,2022-10-28,2022-09-05
2062,DPBOM000005261,Supp 제작,F2,,D4,2022-10-28,2022-09-05
2063,DPBOM000005262,의장(설치),F1,,D3,2022-11-20,2022-10-17
2064,DPBOM000005263,철의장,F1,,D3,2022-10-23,2022-08-01
2065,DPBOM000005264,의장(설치),F7,,D4,2022-11-25,2022-11-15
2066,DPBOM000008340,철의장,F7,,D4,2022-10-24,2022-08-05
2067,DPBOM000005265,의장(설치),F5,D1,D7,2022-11-25,2022-11-15
2068,DPBOM000005266,철의장,F5,D1,D7,2022-10-28,2022-09-19
2069,DPBOM000005267,의장(설치),F2,,D4,2022-11-20,2022-09-05
2070,DPBOM000005268,제작,F2,,D4,2022-10-28,2022-09-05
2071,DPBOM000005269,Supp 제작,F2,,D4,2022-10-28,2022-09-05
2072,DPBOM000005270,의장(설치),F1,,D3,2022-11-20,2022-10-17
2073,DPBOM000005271,철의장,F1,,D3,2022-10-24,2022-07-26
2074,DPBOM000008348,의장(설치),F7,,D4,2022-11-10,2022-10-27
2075,DPBOM000008349,철의장,F7,,D4,2022-10-03,2022-08-05
2076,DPBOM000005272,의장(설치),F5,,D7,2023-01-12,
2077,DPBOM000005275,의장(설치),F5,,D7,2023-01-12,
2078,DPBOM000008352,의장(설치),F1,,D3,2023-01-15,2022-10-17
2079,DPBOM000008353,의장(설치),F1,,D3,2023-01-15,2022-11-07
2080,DPBOM000005283,의장(설치),F1,,D3,2023-01-15,2022-10-17
2081,DPBOM000008355,철의장,F1,,D3,2022-12-23,2022-10-18
2082,DPBOM000008356,철의장,F1,,D3,2022-12-23,2022-09-18
2083,DPBOM000008357,의장(설치),F5,,D7,2022-12-05,
2084,DPBOM000008358,의장(설치),F5,D1,D7,2022-12-05,2022-11-11
2085,DPBOM000008359,철의장,F5,D1,D7,2022-11-12,2022-11-03
2086,DPBOM000008360,의장(설치),F1,,D3,2022-12-10,2022-10-17
2087,DPBOM000008361,의장(설치),F1,,D3,2022-12-05,2022-11-07
2088,DPBOM000008362,의장(설치),F1,,D3,2022-12-10,2022-10-17
2089,DPBOM000008363,철의장,F1,,D3,2022-11-17,2022-09-02
2090,DPBOM000008364,계획,F2,,D4,2022-09-24,2022-07-25
2091,DPBOM000008365,의장(설치),F2,,D4,2022-11-27,2022-08-20
2092,DPBOM000008366,제작,F2,,D4,2022-07-31,2022-07-29
2093,DPBOM000008367,Supp 제작,F2,,D4,2022-07-31,2022-07-29
2094,DPBOM000008368,의장(설치),F1,,D3,2022-11-27,2022-09-01
2095,DPBOM000008369,철의장,F1,,D3,2022-11-04,2022-07-31
2096,DPBOM000005284,계획,F2,,D4,2022-07-04,2022-07-04
2097,DPBOM000005285,계획,F5,D1,D7,2022-07-04,2022-07-01
2098,DPBOM000005287,의장,F1,,D3,2022-09-18,2022-09-18
2099,DPBOM000005288,철의장,F1,,D3,2022-08-12,2022-07-31
2100,DPBOM000005291,의장(설치),F5,D1,D7,2022-09-23,2022-09-16
2101,DPBOM000005292,철의장,F5,D1,D7,2022-08-22,2022-07-29
2102,DPBOM000005293,의장(설치),F2,,D4,2022-08-29,2022-08-19
2103,DPBOM000005294,제작,F2,,D4,2022-07-30,2022-07-25
2104,DPBOM000005295,Supp 제작,F2,,D4,2022-07-30,2022-07-25
2105,DPBOM000005296,의장(설치),F1,,D3,2022-09-23,2022-08-22
2106,DPBOM000005298,철의장,F1,,D3,2022-08-22,2022-08-07
2107,DPBOM000005303,의장(설치),F5,D1,D7,2022-09-23,2022-09-16
2108,DPBOM000005304,철의장,F5,D1,D7,2022-08-22,2022-07-29
2109,DPBOM000005305,의장(설치),F2,,D4,2022-08-29,2022-08-19
2110,DPBOM000005306,제작,F2,,D4,2022-07-30,2022-07-25
2111,DPBOM000005307,Supp 제작,F2,,D4,2022-07-30,2022-07-25
2112,DPBOM000005308,의장(설치),F1,,D3,2022-09-23,2022-08-22
2113,DPBOM000005310,철의장,F1,,D3,2022-08-22,2022-08-08
2114,DPBOM000005316,계획,F2,,D4,2022-07-08,2022-06-24
2115,DPBOM000005317,계획,F5,D1,D7,2022-10-02,2022-08-11
2116,DPBOM000008390,의장,F1,,D3,2022-11-21,2022-08-20
2117,DPBOM000008391,의장,F1,,D3,2022-11-20,2022-09-18
2118,DPBOM000008392,철의장,F1,,D3,2022-10-14,2022-07-31
2119,DPBOM000005318,의장(설치),F5,D1,D7,2022-12-08,2022-11-14
2120,DPBOM000005319,철의장,F5,D1,D7,2022-11-19,2022-09-30
2121,DPBOM000005320,의장(설치),F2,,D4,2022-12-11,2022-09-05
2122,DPBOM000005321,제작,F2,,D4,2022-11-18,2022-09-05
2123,DPBOM000005322,Supp 제작,F2,,D4,2022-11-18,2022-09-05
2124,DPBOM000008398,의장(설치),F1,,D3,2022-12-12,2022-10-17
2125,DPBOM000008399,철의장,F1,,D3,2022-11-17,2022-08-07
2126,DPBOM000005325,의장(설치),F5,D1,D7,2022-12-08,2022-11-14
2127,DPBOM000005326,철의장,F5,D1,D7,2022-11-19,2022-09-30
2128,DPBOM000005327,의장(설치),F2,,D4,2022-12-12,2022-09-05
2129,DPBOM000005328,제작,F2,,D4,2022-11-19,2022-09-05
2130,DPBOM000005329,Supp 제작,F2,,D4,2022-11-19,2022-09-05
2131,DPBOM000008405,의장(설치),F1,,D3,2022-12-12,2022-10-17
2132,DPBOM000008406,철의장,F1,,D3,2022-11-18,2022-07-26
2133,DPBOM000008407,의장(설치),F1,,D3,2022-11-24,2022-11-14
2134,DPBOM000008408,의장(설치),F1,,D3,2022-11-24,2022-11-14
2135,DPBOM000008409,의장(설치),F5,,D7,2022-12-12,
2136,DPBOM000008410,의장(설치),F1,,D3,2022-12-12,2022-12-12
2137,DPBOM000008411,의장(설치),F1,,D3,2022-12-12,2022-10-17
2138,DPBOM000008412,철의장,F1,,D3,2022-11-19,2022-09-10
2139,DPBOM000008413,철의장,F1,,D3,2022-11-19,2022-09-02
2140,DPBOM000008414,계획,F2,,D4,2022-07-21,2022-07-21
2141,DPBOM000008415,계획,F5,D1,D7,2022-07-22,2022-07-21
2142,DPBOM000008416,의장(설치),F5,D1,D7,2022-12-11,2022-11-14
2143,DPBOM000008417,철의장,F5,D1,D7,2022-11-18,2022-11-14
2144,DPBOM000008418,의장(설치),F2,,D4,2022-12-16,2022-08-20
2145,DPBOM000008419,제작,F2,,D4,2022-08-07,2022-08-04
2146,DPBOM000008420,Supp 제작,F2,,D4,2022-08-07,2022-08-04
2147,DPBOM000008421,의장(설치),F1,,D3,2022-12-16,2022-09-02
2148,DPBOM000008422,철의장,F1,,D3,2022-10-29,2022-08-07
2149,DPBOM000008423,의장(설치),F5,D1,D7,2022-11-12,2022-11-11
2150,DPBOM000008424,철의장,F5,D1,D7,2022-11-12,2022-11-11
2151,DPBOM000008425,계획,F5,D1,D7,2022-10-28,2022-10-28
2152,DPBOM000008426,의장(설치),F5,D1,D7,2022-12-15,2022-12-05
2153,DPBOM000008427,철의장,F5,D1,D7,2022-11-25,2022-10-20
2154,DPBOM000008428,의장(설치),F2,,D4,2022-12-22,2022-09-05
2155,DPBOM000008429,제작,F2,,D4,2022-11-27,2022-09-05
2156,DPBOM000008430,Supp 제작,F2,,D4,2022-11-27,2022-09-05
2157,DPBOM000008431,의장(설치),F1,,D3,2022-12-18,2022-10-17
2158,DPBOM000008432,철의장,F1,,D3,2022-11-27,2022-09-18
2159,DPBOM000008433,의장(설치),F5,D1,D7,2022-12-15,2022-12-05
2160,DPBOM000008434,철의장,F5,D1,D7,2022-11-25,2022-10-20
2161,DPBOM000008435,의장(설치),F2,,D4,2022-12-22,2022-09-05
2162,DPBOM000008436,의장(설치),F1,,D3,2022-12-18,2022-10-17
2163,DPBOM000008437,철의장,F1,,D3,2022-11-27,2022-09-18
2164,DPBOM000005369,계획,F2,,D4,2022-05-22,2022-05-22
2165,DPBOM000008439,의장(설치),F2,,D4,2022-07-11,2022-07-11
2166,DPBOM000008440,제작,F2,,D4,2022-06-18,2022-06-18
2167,DPBOM000008441,Supp 제작,F2,,D4,2022-06-18,2022-06-18
2168,DPBOM000008442,의장(설치),F2,,D4,2022-07-11,2022-07-11
2169,DPBOM000008443,제작,F2,,D4,2022-06-18,2022-06-18
2170,DPBOM000008444,Supp 제작,F2,,D4,2022-06-18,2022-06-18
2171,DPBOM000008445,계획,F2,,D4,2022-07-02,2022-07-02
2172,DPBOM000000138,의장,F1,,D3,2022-09-22,2022-08-12
2173,DPBOM000000064,철의장,F1,,D3,2022-07-11,2022-06-09
2174,DPBOM000008448,의장(설치),F2,,D4,2022-08-22,2022-08-19
2175,DPBOM000008449,제작,F2,,D4,2022-07-30,2022-07-29
2176,DPBOM000008450,Supp 제작,F2,,D4,2022-07-30,2022-07-29
2177,DPBOM000008451,의장(설치),F2,,D4,2022-08-22,2022-08-19
2178,DPBOM000008452,제작,F2,,D4,2022-07-30,2022-07-29
2179,DPBOM000008453,Supp 제작,F2,,D4,2022-07-30,2022-07-29
2180,DPBOM000008454,의장(설치),F7,,D4,2022-09-12,2022-08-06
2181,DPBOM000008455,철의장,F7,,D4,2022-08-14,2022-08-05
2182,DPBOM000008456,의장(설치),F7,,D4,2022-09-12,2022-08-06
2183,DPBOM000008457,철의장,F7,,D4,2022-08-14,2022-08-05
2184,DPBOM000005383,계획,F2,,D4,2022-06-17,2022-06-17
2185,DPBOM000008459,계획,F5,D1,D7,2022-06-27,2022-06-27
2186,DPBOM000000539,의장,F1,,D3,2022-08-14,2022-08-12
2187,DPBOM000000241,철의장,F1,,D3,2022-06-16,2022-06-09
2188,DPBOM000008462,의장(설치),F5,D1,D7,2022-09-04,2022-09-04
2189,DPBOM000008463,철의장,F5,D1,D7,2022-08-06,2022-08-05
2190,DPBOM000008464,의장(설치),F2,,D4,2022-08-13,2022-08-13
2191,DPBOM000008465,제작,F2,,D4,2022-07-21,2022-07-11
2192,DPBOM000008466,Supp 제작,F2,,D4,2022-07-21,2022-07-11
2193,DPBOM000008467,의장(설치),F5,D1,D7,2022-09-04,2022-09-04
2194,DPBOM000008468,철의장,F5,D1,D7,2022-08-06,2022-08-05
2195,DPBOM000008469,의장(설치),F2,,D4,2022-08-13,2022-08-13
2196,DPBOM000008470,제작,F2,,D4,2022-07-21,2022-07-11
2197,DPBOM000008471,Supp 제작,F2,,D4,2022-07-21,2022-07-11
2198,DPBOM000008472,의장(설치),F7,,D4,2022-07-30,2022-07-11
2199,DPBOM000008473,철의장,F7,,D4,2022-07-04,2022-07-02
2200,DPBOM000002007,의장(설치),F7,,D4,2022-07-30,2022-07-11
2201,DPBOM000000505,철의장,F7,,D4,2022-07-04,2022-07-02
2202,DPBOM000008476,계획,F2,,D4,2022-06-17,2022-06-17
2203,DPBOM000008477,의장,F1,,D3,2022-08-14,2022-08-12
2204,DPBOM000008478,철의장,F1,,D3,2022-06-16,2022-06-09
2205,DPBOM000008479,의장(설치),F5,D1,D7,2022-09-04,2022-09-04
2206,DPBOM000008480,철의장,F5,D1,D7,2022-08-06,2022-08-05
2207,DPBOM000008481,의장(설치),F2,,D4,2022-08-14,2022-08-14
2208,DPBOM000008482,제작,F2,,D4,2022-07-21,2022-07-11
2209,DPBOM000008483,Supp 제작,F2,,D4,2022-07-21,2022-07-11
2210,DPBOM000008484,의장(설치),F5,D1,D7,2022-09-04,2022-09-04
2211,DPBOM000008485,철의장,F5,D1,D7,2022-08-06,2022-08-05
2212,DPBOM000008486,의장(설치),F2,,D4,2022-08-14,2022-08-14
2213,DPBOM000008487,제작,F2,,D4,2022-07-21,2022-07-11
2214,DPBOM000008488,Supp 제작,F2,,D4,2022-07-21,2022-07-11
2215,DPBOM000008489,계획,F2,,D4,2022-07-02,2022-07-02
2216,DPBOM000008490,의장(설치),F2,,D4,2022-08-21,2022-08-19
2217,DPBOM000008491,제작,F2,,D4,2022-07-29,2022-07-29
2218,DPBOM000008492,Supp 제작,F2,,D4,2022-07-29,2022-07-29
2219,DPBOM000008493,의장(설치),F2,,D4,2022-08-21,2022-08-19
2220,DPBOM000008494,제작,F2,,D4,2022-07-29,2022-07-29
2221,DPBOM000008495,Supp 제작,F2,,D4,2022-07-29,2022-07-29
2222,DPBOM000008496,의장,F1,,D3,2022-08-12,2022-08-12
2223,DPBOM000008497,철의장,F1,,D3,2022-06-12,2022-06-02
2224,DPBOM000008498,의장(설치),F2,,D4,2022-09-08,2022-08-18
2225,DPBOM000008499,제작,F2,,D4,2022-08-08,2022-07-10
2226,DPBOM000008500,Supp 제작,F2,,D4,2022-08-08,2022-07-10
2227,DPBOM000008501,의장(설치),F2,,D4,2022-09-08,2022-08-18
2228,DPBOM000008502,제작,F2,,D4,2022-08-08,2022-07-10
2229,DPBOM000008503,Supp 제작,F2,,D4,2022-08-08,2022-07-10
2230,DPBOM000008504,계획,F2,,D4,2022-06-03,2022-06-03
2231,DPBOM000008505,의장,F1,,D3,2022-08-12,2022-08-12
2232,DPBOM000008506,철의장,F1,,D3,2022-06-02,2022-06-02
2233,DPBOM000008507,의장(설치),F2,,D4,2022-07-29,2022-07-29
2234,DPBOM000008508,제작,F2,,D4,2022-06-26,2022-06-26
2235,DPBOM000008509,Supp 제작,F2,,D4,2022-06-26,2022-06-26
2236,DPBOM000008510,의장(설치),F2,,D4,2022-07-29,2022-07-29
2237,DPBOM000008511,제작,F2,,D4,2022-06-26,2022-06-26
2238,DPBOM000008512,Supp 제작,F2,,D4,2022-06-26,2022-06-26
2239,DPBOM000008513,계획,F2,,D4,2022-06-04,2022-06-03
2240,DPBOM000008514,의장,F1,,D3,2022-08-12,2022-08-12
2241,DPBOM000008515,철의장,F1,,D3,2022-06-03,2022-06-02
2242,DPBOM000008516,의장(설치),F2,,D4,2022-08-06,2022-08-06
2243,DPBOM000008517,제작,F2,,D4,2022-07-29,2022-06-30
2244,DPBOM000008518,의장(설치),F2,,D4,2022-08-06,2022-08-06
2245,DPBOM000008519,제작,F2,,D4,2022-06-30,2022-06-30
2246,DPBOM000008520,의장(설치),F7,,D4,2022-08-29,2022-08-22
2247,DPBOM000008521,철의장,F7,,D4,2022-08-29,2022-08-29
2248,DPBOM000008522,의장(설치),F7,,D4,2022-08-29,2022-08-22
2249,DPBOM000008523,철의장,F7,,D4,2022-08-29,2022-08-29
2250,DPBOM000000244,계획,F9,D1,D8,2022-08-12,2022-08-08
2251,DPBOM000005576,계획,F5,,D7,2022-08-12,2022-08-12
2252,DPBOM000008526,계획,F3,,D5,2022-08-12,2022-08-12
2253,DPBOM000002220,의장,F9,D1,D8,2022-10-09,2022-10-02
2254,DPBOM000008528,의장,F5,,D7,2022-10-09,2022-10-09
2255,DPBOM000008529,의장(설치),F6,,D8,2022-10-14,2022-10-14
2256,DPBOM000008530,의장(설치),F6,,D8,2022-10-14,2022-10-14
2257,DPBOM000008531,의장(설치),F6,,D8,2022-10-14,2022-10-13
2258,DPBOM000008532,목의,F6,,D8,2022-09-18,2022-09-18
2259,DPBOM000008533,의장(설치),F5,,D7,2022-10-14,2022-10-10
2260,DPBOM000008534,철의장,F5,,D7,2022-09-18,2022-09-18
2261,DPBOM000008535,의장(설치),F9,D1,D8,2022-10-02,2022-10-02
2262,DPBOM000008536,의장(설치),F3,,D5,2022-10-02,2022-10-02
2263,DPBOM000008537,제작,F9,D1,D8,2022-09-05,2022-09-04
2264,DPBOM000008538,제작,F3,,D5,2022-09-05,2022-09-05
